validation,mae,mse,rmse,mape,accuracy 2%,accuracy 5%,accuracy 10%,Erro percentual acumulado 30 dias,Erro percentual acumulado 60 dias,Erro percentual acumulado 90 dias,Erro percentual acumulado 1º mês,Erro percentual acumulado 2º mês,Erro percentual acumulado 3º mês
MLP_seq,9978.604,245543978.618,15669.843,0.18,3.33,20.0,50.0,1.17,3.52,5.08,1.17,8.13,8.18
MLP_seq,10773.188,273372373.579,16533.976,0.19,6.67,23.33,43.33,0.68,4.9,6.96,0.68,9.08,10.98
MLP_seq,10500.318,262329792.423,16196.598,0.2,6.67,16.67,46.67,3.53,1.99,4.02,3.53,7.33,8.03
MLP_seq,10460.939,256777587.123,16024.281,0.19,6.67,20.0,46.67,1.06,2.61,4.69,1.06,6.29,8.77
MLP_seq,10558.551,287139948.494,16945.204,0.19,6.67,23.33,46.67,1.37,5.73,7.64,1.37,10.03,11.41
MLP_seq,10013.715,266463638.702,16323.714,0.19,16.67,30.0,50.0,1.48,3.63,4.88,1.48,8.61,7.4
MLP_seq,8309.282,220283349.846,14841.946,0.14,13.33,30.0,53.33,2.35,6.85,8.24,2.35,11.28,11.01
MLP_seq,8369.907,220360398.145,14844.541,0.14,20.0,26.67,63.33,1.73,6.09,7.39,1.73,10.39,10.01
MLP_seq,8393.803,206362257.939,14365.314,0.15,16.67,33.33,56.67,1.26,3.25,4.78,1.26,7.68,7.84
MLP_seq,9049.185,224303528.008,14976.766,0.16,6.67,30.0,56.67,0.99,4.86,6.47,0.99,8.71,9.69
MLP_seq,9683.163,248986050.643,15779.292,0.16,6.67,20.0,46.67,1.69,6.19,7.38,1.69,10.6,9.78
MLP_seq,9843.095,259042180.654,16094.787,0.16,6.67,16.67,50.0,1.97,6.72,8.52,1.97,11.37,12.06
MLP_seq,9890.155,252303169.273,15884.054,0.17,3.33,16.67,56.67,0.51,5.8,7.27,0.51,10.92,10.19
MLP_seq,10097.472,250039211.308,15812.628,0.18,3.33,13.33,50.0,0.31,4.53,6.06,0.31,8.71,9.1
MLP_seq,10099.25,257445413.816,16045.106,0.18,3.33,16.67,53.33,0.04,4.68,6.35,0.04,9.25,9.67
MLP_seq,10341.714,261769553.517,16179.294,0.18,6.67,16.67,50.0,1.53,5.44,7.37,1.53,9.33,11.18
MLP_seq,10447.437,265469226.666,16293.226,0.19,6.67,13.33,46.67,0.21,4.65,6.31,0.21,9.03,9.6
MLP_seq,10440.838,260745261.168,16147.609,0.19,3.33,16.67,53.33,0.35,3.51,5.45,0.35,7.36,9.27
MLP_seq,10062.497,259200638.182,16099.709,0.18,0.0,23.33,56.67,0.71,4.8,6.28,0.71,8.86,9.24
MLP_seq,9963.969,261900401.801,16183.337,0.18,13.33,30.0,53.33,1.81,6.07,7.46,1.81,10.27,10.26
MLP_seq,10635.943,274254537.559,16560.632,0.19,10.0,13.33,56.67,0.62,5.36,6.8,0.62,10.01,9.67
MLP_seq,9492.631,239221683.98,15466.793,0.17,6.67,26.67,53.33,2.09,3.04,4.46,2.09,8.03,7.3
MLP_seq,9480.035,230786564.648,15191.661,0.16,10.0,20.0,53.33,2.35,7.0,8.31,2.35,11.56,10.95
MLP_seq,10035.006,241613630.04,15543.926,0.17,10.0,20.0,43.33,2.35,6.65,8.31,2.35,10.89,11.61
MLP_seq,9458.853,237884047.793,15423.49,0.16,13.33,26.67,53.33,1.36,5.89,7.54,1.36,10.33,10.81
MLP_seq,9282.366,234541406.535,15314.745,0.16,0.0,23.33,63.33,0.01,4.4,5.92,0.01,8.74,8.97
MLP_seq,9713.189,239562176.983,15477.796,0.17,16.67,23.33,53.33,1.99,6.24,7.14,1.99,10.43,8.98
MLP_seq,9612.313,241592158.154,15543.235,0.17,13.33,26.67,50.0,1.02,5.82,6.94,1.02,10.52,9.19
MLP_seq,9652.405,243087415.0,15591.261,0.18,13.33,26.67,53.33,1.23,4.64,5.77,1.23,10.27,8.07
MLP_seq,10345.142,274268003.875,16561.039,0.18,13.33,23.33,60.0,0.65,6.04,7.91,0.65,11.25,11.6
MLP_seq,10008.003,249332348.492,15790.261,0.18,10.0,23.33,53.33,1.92,3.09,4.83,1.92,7.98,8.28
MLP_seq,9917.5,246355328.738,15695.711,0.18,0.0,26.67,53.33,1.6,3.49,5.03,1.6,8.45,8.11
MLP_seq,10116.443,250432467.783,15825.058,0.18,6.67,26.67,56.67,2.55,6.33,7.48,2.55,10.11,9.79
MLP_seq,9716.874,243092428.727,15591.422,0.18,10.0,26.67,56.67,0.5,4.95,5.53,0.5,9.33,6.72
MLP_seq,10263.249,266035346.703,16310.59,0.18,3.33,20.0,50.0,2.63,6.53,7.71,2.63,10.42,10.07
MLP_seq,10299.279,266718546.436,16331.52,0.18,6.67,13.33,50.0,1.22,5.38,6.84,1.22,9.5,9.76
MLP_seq,8686.94,214600313.245,14649.243,0.15,3.33,20.0,60.0,0.94,4.64,6.64,0.94,8.34,10.57
MLP_seq,8846.227,219401373.336,14812.204,0.15,6.67,30.0,60.0,2.79,7.18,8.98,2.79,11.5,12.53
MLP_seq,8820.63,214374555.512,14641.535,0.15,6.67,26.67,60.0,1.12,5.39,7.3,1.12,9.61,11.06
MLP_seq,9189.127,226904692.154,15063.356,0.15,10.0,26.67,60.0,3.47,7.75,9.27,3.47,11.97,12.31
MLP_seq,9610.067,242409280.313,15569.498,0.16,10.0,23.33,46.67,3.54,6.86,8.63,3.54,10.2,12.12
MLP_seq,9313.668,232302487.947,15241.473,0.16,13.33,23.33,56.67,1.71,5.77,7.63,1.71,9.79,11.29
MLP_seq,9621.388,242403750.421,15569.321,0.16,10.0,30.0,50.0,3.78,7.87,9.71,3.78,11.92,13.34
MLP_seq,9804.328,247576899.112,15734.577,0.17,10.0,20.0,46.67,2.73,5.81,7.71,2.73,8.93,11.46
MLP_seq,9950.707,249271846.992,15788.345,0.17,6.67,20.0,50.0,2.69,6.64,8.42,2.69,10.57,11.93
MLP_seq,9785.642,245441790.114,15666.582,0.16,10.0,30.0,46.67,2.8,6.54,8.49,2.8,10.28,12.33
MLP_seq,10276.354,257915138.948,16059.737,0.17,6.67,26.67,50.0,3.89,7.92,9.67,3.89,11.9,13.13
MLP_seq,9902.42,240387116.011,15504.422,0.17,6.67,20.0,50.0,0.08,4.62,6.32,0.08,9.09,9.7
MLP_seq,10013.405,255079757.658,15971.217,0.17,3.33,23.33,50.0,1.72,6.37,7.98,1.72,10.92,11.19
MLP_seq,9802.458,253617372.988,15925.369,0.17,6.67,23.33,53.33,0.91,5.95,7.48,0.91,10.84,10.53
MLP_seq,9512.686,242998678.469,15588.415,0.17,13.33,20.0,53.33,0.65,5.42,6.89,0.65,10.09,9.84
MLP_seq,8626.547,215766932.452,14689.007,0.15,10.0,20.0,56.67,0.61,5.25,6.81,0.61,9.8,9.93
MLP_seq,8571.987,210672104.764,14514.548,0.15,10.0,26.67,63.33,0.51,5.32,6.73,0.51,10.03,9.53
MLP_seq,8149.67,202193221.169,14219.466,0.14,20.0,26.67,60.0,0.49,4.9,6.46,0.49,9.25,9.58
MLP_seq,8684.561,213295611.333,14604.643,0.15,10.0,23.33,50.0,0.94,4.49,6.18,0.94,8.06,9.54
MLP_seq,9139.347,215882451.09,14692.939,0.16,6.67,23.33,46.67,0.67,4.2,6.4,0.67,7.74,10.7
MLP_seq,9454.784,233633307.502,15285.068,0.16,13.33,23.33,46.67,3.36,7.42,8.94,3.36,11.44,11.98
MLP_seq,9181.965,229012785.773,15133.168,0.15,10.0,26.67,53.33,2.2,5.91,7.92,2.2,9.62,11.87
MLP_seq,9401.255,235498181.697,15345.95,0.16,10.0,23.33,50.0,1.4,5.21,7.38,1.4,9.02,11.63
MLP_seq,9905.084,255566627.84,15986.451,0.16,10.0,23.33,43.33,3.21,7.04,9.07,3.21,10.86,13.04
MLP_seq,9448.988,233949807.885,15295.418,0.16,10.0,26.67,50.0,2.68,5.47,7.27,2.68,8.32,10.82
MLP_seq,9519.871,227851333.513,15094.745,0.17,6.67,16.67,53.33,0.24,3.79,5.89,0.24,7.35,9.99
MLP_seq,9646.821,222893486.956,14929.618,0.17,6.67,13.33,53.33,0.23,3.25,5.65,0.23,6.75,10.3
MLP_seq,9648.454,228030974.86,15100.695,0.17,10.0,16.67,50.0,0.82,4.76,6.78,0.82,8.69,10.73
MLP_seq,9960.384,240480460.745,15507.432,0.17,6.67,16.67,50.0,0.67,4.29,6.67,0.67,7.91,11.3
MLP_seq,9930.172,243402369.643,15601.358,0.17,6.67,20.0,46.67,0.53,3.62,5.76,0.53,7.75,9.94
MLP_seq,7918.033,208645409.554,14444.563,0.13,16.67,43.33,60.0,1.37,6.42,8.25,1.37,11.34,11.86
MLP_seq,9275.102,236575812.548,15381.021,0.16,10.0,23.33,56.67,0.34,4.86,7.35,0.34,9.3,12.18
MLP_seq,9336.644,216576532.088,14716.539,0.16,10.0,16.67,43.33,1.83,4.74,6.77,1.83,7.69,10.76
MLP_seq,9535.83,227078424.106,15069.122,0.16,13.33,20.0,50.0,1.28,4.59,6.9,1.28,7.93,11.38
MLP_seq,9567.015,236659272.953,15383.734,0.16,3.33,16.67,50.0,2.37,5.8,7.15,2.37,9.25,9.86
MLP_seq,9881.866,239089620.188,15462.523,0.17,10.0,13.33,43.33,3.38,6.7,8.29,3.38,10.05,11.45
MLP_seq,9938.963,244474706.906,15635.687,0.18,6.67,23.33,43.33,2.54,2.11,4.0,2.54,6.68,7.72
MLP_seq,10090.362,258311537.323,16072.073,0.18,13.33,26.67,46.67,0.75,5.49,7.28,0.75,10.13,10.82
MLP_seq,9418.259,238281790.892,15436.379,0.17,16.67,30.0,56.67,1.15,3.16,4.82,1.15,7.42,8.13
MLP_seq,10056.647,255156810.492,15973.629,0.18,3.33,16.67,56.67,0.1,4.31,5.86,0.1,8.48,8.95
MLP_seq,9691.608,246151541.421,15689.217,0.17,3.33,23.33,50.0,0.42,4.67,6.23,0.42,8.87,9.34
MLP_seq,9796.527,250682052.79,15832.942,0.17,10.0,16.67,56.67,0.14,4.73,6.58,0.14,9.49,10.23
MLP_seq,9527.517,236143207.198,15366.952,0.17,10.0,26.67,50.0,2.15,2.93,5.24,2.15,7.89,9.73
MLP_seq,9621.56,239410400.918,15472.892,0.17,13.33,26.67,53.33,0.84,5.35,7.28,0.84,9.77,11.09
MLP_seq,9370.325,229103289.845,15136.158,0.17,16.67,30.0,53.33,0.06,4.54,6.25,0.06,9.06,9.63
MLP_seq,8129.919,212604622.799,14580.968,0.13,10.0,30.0,66.67,4.05,8.44,9.93,4.05,12.76,12.91
MLP_seq,8938.831,236096974.385,15365.447,0.15,20.0,33.33,60.0,1.15,4.82,7.09,1.15,8.49,11.51
MLP_seq,9059.212,244962227.267,15651.269,0.15,10.0,30.0,56.67,3.6,7.92,9.91,3.6,12.17,13.82
MLP_seq,9399.39,229022712.437,15133.496,0.16,6.67,26.67,53.33,1.09,5.29,7.53,1.09,9.44,11.91
MLP_seq,9273.05,226364152.696,15045.403,0.16,13.33,26.67,53.33,1.53,5.25,7.19,1.53,8.96,11.02
MLP_seq,10117.202,258802652.138,16087.344,0.17,6.67,23.33,56.67,1.95,5.76,7.63,1.95,9.56,11.31
MLP_seq,9905.253,250168930.987,15816.729,0.18,10.0,26.67,46.67,0.8,4.36,5.77,0.8,7.93,8.6
MLP_seq,10074.525,249166248.661,15785.001,0.19,3.33,13.33,46.67,2.61,2.23,4.15,2.61,6.98,7.93
MLP_seq,10371.685,264408462.22,16260.642,0.19,10.0,26.67,50.0,1.04,6.39,7.58,1.04,11.57,9.97
MLP_seq,9926.603,251720003.03,15865.686,0.19,3.33,23.33,46.67,2.07,3.06,4.26,2.07,8.05,6.67
MLP_seq,10358.312,261167488.257,16160.677,0.19,3.33,16.67,46.67,0.41,4.61,5.86,0.41,9.5,8.38
MLP_seq,9561.113,248175155.298,15753.576,0.18,10.0,23.33,60.0,1.5,3.87,4.72,1.5,9.07,6.45
MLP_seq,9928.98,256756198.467,16023.614,0.19,6.67,26.67,50.0,0.43,3.94,5.86,0.43,8.25,9.65
MLP_seq,9754.53,255806387.108,15993.948,0.19,10.0,30.0,53.33,3.14,2.08,3.13,3.14,7.16,5.26
MLP_seq,10170.624,270555532.7,16448.572,0.19,10.0,30.0,56.67,0.39,4.53,5.95,0.39,8.64,8.8
MLP_seq,8169.003,215786781.509,14689.683,0.14,16.67,33.33,60.0,2.36,5.13,7.27,2.36,7.94,11.47
MLP_seq,8030.878,193999681.528,13928.377,0.14,20.0,33.33,60.0,2.45,2.14,4.47,2.45,6.66,9.0
MLP_seq,9183.788,209220586.771,14464.459,0.16,6.67,16.67,53.33,0.37,3.8,5.46,0.37,7.26,8.75
MLP_seq,9456.57,236645649.57,15383.291,0.16,10.0,26.67,53.33,5.11,8.52,9.75,5.11,11.94,12.22
MLP_seq,9802.686,242021548.565,15557.042,0.17,6.67,20.0,46.67,0.53,5.38,6.7,0.53,10.12,9.36
MLP_seq,9343.83,234641166.854,15318.001,0.16,16.67,26.67,60.0,2.88,7.34,8.73,2.88,11.73,11.5
MLP_seq,9133.773,222402806.399,14913.176,0.17,10.0,30.0,56.67,0.6,2.6,3.93,0.6,5.83,6.6
MLP_seq,10028.012,256297768.554,16009.303,0.18,13.33,23.33,53.33,0.51,4.15,6.26,0.51,8.73,10.39
MLP_seq,9765.083,251240185.805,15850.558,0.18,20.0,30.0,56.67,0.1,4.04,5.91,0.1,8.15,9.61
MLP_seq,10544.987,262204125.236,16192.718,0.2,6.67,13.33,50.0,0.39,3.34,5.36,0.39,7.07,9.34
MLP_seq,10062.332,256116743.23,16003.648,0.19,10.0,23.33,56.67,0.01,4.47,5.98,0.01,8.87,9.0
MLP_seq,10815.372,305405273.227,17475.848,0.2,3.33,30.0,56.67,0.6,5.58,7.52,0.6,10.43,11.34
MLP_seq,10059.463,267696926.875,16361.446,0.2,16.67,23.33,53.33,3.68,3.13,4.73,3.68,9.56,7.91
MLP_seq,9899.711,265321416.754,16288.69,0.2,13.33,36.67,56.67,2.44,2.49,3.89,2.44,7.31,6.69
MLP_seq,10528.484,286675672.201,16931.499,0.2,10.0,26.67,53.33,0.06,5.29,6.68,0.06,10.36,9.46
MLP_seq,7892.761,216617290.872,14717.924,0.13,16.67,43.33,70.0,2.89,7.51,9.09,2.89,12.04,12.21
MLP_seq,8074.572,215891124.236,14693.234,0.14,23.33,40.0,56.67,0.7,5.41,6.69,0.7,11.24,9.25
MLP_seq,9140.521,237871253.501,15423.075,0.15,10.0,26.67,56.67,2.5,7.11,9.57,2.5,11.63,14.32
MLP_seq,8693.662,206738693.285,14378.411,0.15,6.67,30.0,53.33,4.31,7.5,8.78,4.31,10.71,11.36
MLP_seq,8843.922,208235992.305,14430.384,0.15,6.67,26.67,53.33,2.52,4.68,7.37,2.52,6.91,12.52
MLP_seq,8576.632,211723668.377,14550.727,0.15,20.0,30.0,60.0,1.42,5.71,7.27,1.42,9.94,10.37
MLP_seq,9129.57,217277487.719,14740.335,0.16,3.33,26.67,56.67,1.95,5.12,6.2,1.95,8.34,8.37
MLP_seq,9372.788,242988667.011,15588.094,0.17,13.33,30.0,53.33,0.58,4.4,5.76,0.58,8.22,8.47
MLP_seq,9792.229,236688625.799,15384.688,0.18,6.67,20.0,53.33,1.22,4.26,5.8,1.22,7.34,8.88
MLP_seq,9988.595,252342318.003,15885.286,0.17,3.33,20.0,53.33,1.76,6.36,7.54,1.76,10.86,9.92
MLP_seq,9148.23,236261959.227,15370.815,0.16,10.0,36.67,60.0,1.04,6.08,7.19,1.04,10.98,9.42
MLP_seq,9345.429,242620290.19,15576.273,0.16,10.0,40.0,53.33,1.27,5.88,7.03,1.27,10.41,9.34
MLP_seq,9336.862,236798091.446,15388.245,0.16,6.67,33.33,53.33,1.4,6.15,7.57,1.4,10.8,10.41
MLP_seq,9630.714,247015990.299,15716.742,0.17,16.67,23.33,46.67,1.78,6.45,7.97,1.78,11.02,11.0
MLP_seq,9748.862,261232617.833,16162.692,0.17,20.0,26.67,56.67,1.02,6.81,8.06,1.02,12.35,10.57
MLP_seq,8566.078,220416565.967,14846.433,0.14,16.67,30.0,60.0,1.52,5.5,7.57,1.52,9.45,11.62
MLP_seq,8784.798,234943155.072,15327.856,0.15,10.0,26.67,56.67,1.66,5.78,7.72,1.66,9.86,11.55
MLP_seq,9045.19,210832307.435,14520.066,0.16,13.33,16.67,53.33,0.16,2.97,5.81,0.16,5.84,11.24
MLP_seq,9093.7,215411206.397,14676.894,0.16,10.0,23.33,56.67,0.81,4.24,6.85,0.81,7.69,11.87
MLP_seq,9077.059,212821332.826,14588.397,0.16,16.67,23.33,43.33,2.05,4.11,6.48,2.05,6.24,11.09
MLP_seq,8704.255,218348119.565,14776.607,0.15,13.33,33.33,60.0,0.47,5.04,7.06,0.47,9.53,11.02
MLP_seq,8645.882,209680135.02,14480.336,0.15,0.0,26.67,60.0,0.13,4.68,6.97,0.13,9.16,11.41
MLP_seq,8520.778,205129180.84,14322.332,0.15,13.33,30.0,56.67,0.28,5.24,7.15,0.28,10.57,10.92
MLP_seq,9666.418,225856885.031,15028.536,0.17,3.33,16.67,53.33,0.23,4.0,5.36,0.23,7.77,8.09
MLP_seq,9068.325,210319518.354,14502.397,0.16,3.33,13.33,50.0,0.11,3.91,5.25,0.11,7.92,7.93
MLP_seq,8078.556,213340920.184,14606.195,0.13,16.67,40.0,53.33,0.42,5.81,7.21,0.42,11.02,10.02
MLP_seq,9374.822,264184086.898,16253.741,0.15,16.67,36.67,43.33,2.71,4.5,6.73,2.71,11.24,11.06
MLP_seq,9894.126,238758778.08,15451.821,0.18,10.0,20.0,53.33,0.16,4.24,5.41,0.16,8.59,7.76
MLP_seq,10022.069,244544301.462,15637.912,0.19,6.67,13.33,53.33,1.15,3.15,4.82,1.15,7.42,8.12
MLP_seq,9606.755,244047479.378,15622.019,0.17,13.33,33.33,43.33,1.96,4.06,5.98,1.96,9.82,9.77
MLP_seq,8318.894,205433953.97,14332.967,0.14,16.67,26.67,56.67,1.6,4.77,6.95,1.6,7.99,11.2
MLP_seq,9134.192,213492767.502,14611.392,0.16,6.67,23.33,53.33,0.83,3.02,6.04,0.83,6.87,11.78
MLP_seq,8519.366,203688455.677,14271.946,0.14,6.67,23.33,60.0,2.42,4.87,7.3,2.42,7.39,12.0
MLP_seq,8646.58,199504416.785,14124.603,0.15,6.67,26.67,53.33,3.11,5.11,7.37,3.11,7.18,11.76
MLP_seq,8669.754,202497846.467,14230.174,0.15,6.67,26.67,53.33,3.12,4.99,7.27,3.12,6.92,11.7
MLP_seq,8743.244,207539935.369,14406.246,0.15,6.67,23.33,53.33,2.95,4.75,7.17,2.95,6.62,11.85
MLP_seq,8735.567,210168670.843,14497.195,0.15,6.67,26.67,56.67,3.57,5.08,7.66,3.57,6.65,12.64
MLP_seq,8636.243,196384880.657,14013.739,0.15,6.67,20.0,56.67,2.13,4.65,7.29,2.13,7.22,12.38
MLP_seq,8541.333,200424026.186,14157.119,0.15,10.0,23.33,56.67,2.38,4.3,6.99,2.38,6.3,12.17
MLP_seq,8920.818,218981973.139,14798.04,0.15,10.0,23.33,63.33,1.15,4.25,7.09,1.15,7.39,12.52
MLP_seq,8949.984,215564262.855,14682.107,0.15,10.0,23.33,60.0,1.07,4.18,6.89,1.07,7.33,12.09
MLP_seq,8987.344,219642361.78,14820.336,0.15,10.0,23.33,56.67,1.0,4.08,6.9,1.0,7.2,12.32
MLP_seq,9439.458,240339345.524,15502.882,0.16,6.67,23.33,53.33,0.34,3.56,5.94,0.34,6.82,10.56
MLP_seq,9568.243,239391802.998,15472.291,0.17,20.0,26.67,50.0,0.1,3.97,6.43,0.1,8.01,11.2
MLP_seq,9233.662,220715566.768,14856.499,0.17,13.33,36.67,60.0,1.37,2.8,5.58,1.37,6.93,10.93
