Data,Hora,kWh fornecido
15/11/2023,16,880.2
15/11/2023,17,880.56
15/11/2023,18,882
15/11/2023,19,882
15/11/2023,20,881.64
15/11/2023,21,880.92
15/11/2023,22,881.28
15/11/2023,23,881.64
15/11/2023,24,881.64
16/11/2023,1,881.64
16/11/2023,2,880.92
16/11/2023,3,882
16/11/2023,4,881.64
16/11/2023,5,880.92
16/11/2023,6,880.92
16/11/2023,7,882
16/11/2023,8,880.56
16/11/2023,9,880.56
16/11/2023,10,880.56
16/11/2023,11,880.56
16/11/2023,12,880.56
16/11/2023,13,880.92
16/11/2023,14,880.2
16/11/2023,15,879.84
16/11/2023,16,879.48
16/11/2023,17,877.68
16/11/2023,18,881.64
16/11/2023,19,880.92
16/11/2023,20,881.28
16/11/2023,21,881.64
16/11/2023,22,881.28
16/11/2023,23,882
16/11/2023,24,882.36
17/11/2023,1,880.2
17/11/2023,2,881.28
17/11/2023,3,880.92
17/11/2023,4,880.92
17/11/2023,5,880.56
17/11/2023,6,880.56
17/11/2023,7,880.56
17/11/2023,8,880.2
17/11/2023,9,879.48
17/11/2023,10,880.92
17/11/2023,11,879.84
17/11/2023,12,879.84
17/11/2023,13,880.2
17/11/2023,14,880.2
17/11/2023,15,879.84
17/11/2023,16,880.2
17/11/2023,17,879.48
17/11/2023,18,881.64
17/11/2023,19,881.64
17/11/2023,20,881.64
17/11/2023,21,880.92
17/11/2023,22,880.92
17/11/2023,23,880.92
17/11/2023,24,880.56
18/11/2023,1,880.56
18/11/2023,2,880.56
18/11/2023,3,879.84
18/11/2023,4,880.56
18/11/2023,5,880.92
18/11/2023,6,881.28
18/11/2023,7,881.28
18/11/2023,8,880.56
18/11/2023,9,879.84
18/11/2023,10,880.2
18/11/2023,11,880.92
18/11/2023,12,880.2
18/11/2023,13,879.48
18/11/2023,14,879.84
18/11/2023,15,879.48
18/11/2023,16,879.48
18/11/2023,17,879.84
18/11/2023,18,880.56
18/11/2023,19,880.56
18/11/2023,20,881.28
18/11/2023,21,880.92
18/11/2023,22,881.28
18/11/2023,23,879.84
18/11/2023,24,880.92
19/11/2023,1,881.28
19/11/2023,2,881.28
19/11/2023,3,881.28
19/11/2023,4,881.28
19/11/2023,5,881.64
19/11/2023,6,880.56
19/11/2023,7,879.84
19/11/2023,8,880.2
19/11/2023,9,879.84
19/11/2023,10,880.2
19/11/2023,11,879.48
19/11/2023,12,879.48
19/11/2023,13,885.96
19/11/2023,14,882.36
19/11/2023,15,878.4
19/11/2023,16,878.04
19/11/2023,17,879.12
19/11/2023,18,880.56
19/11/2023,19,881.28
19/11/2023,20,880.56
19/11/2023,21,880.56
19/11/2023,22,880.2
19/11/2023,23,880.2
19/11/2023,24,880.92
20/11/2023,1,880.2
20/11/2023,2,879.84
20/11/2023,3,880.56
20/11/2023,4,880.92
20/11/2023,5,880.56
20/11/2023,6,880.56
20/11/2023,7,879.48
20/11/2023,8,879.84
20/11/2023,9,880.56
20/11/2023,10,880.56
20/11/2023,11,880.2
20/11/2023,12,880.2
20/11/2023,13,879.12
20/11/2023,14,880.2
20/11/2023,15,879.12
20/11/2023,16,880.2
20/11/2023,17,879.12
20/11/2023,18,880.2
20/11/2023,19,880.56
20/11/2023,20,880.92
20/11/2023,21,880.2
20/11/2023,22,880.56
20/11/2023,23,880.56
20/11/2023,24,880.92
21/11/2023,1,880.56
21/11/2023,2,880.92
21/11/2023,3,881.28
21/11/2023,4,880.2
21/11/2023,5,880.2
21/11/2023,6,880.92
21/11/2023,7,881.28
21/11/2023,8,879.84
21/11/2023,9,880.56
21/11/2023,10,879.84
21/11/2023,11,880.2
21/11/2023,12,879.84
21/11/2023,13,879.84
21/11/2023,14,880.2
21/11/2023,15,880.2
21/11/2023,16,880.2
21/11/2023,17,880.2
21/11/2023,18,880.56
21/11/2023,19,881.64
21/11/2023,20,880.56
21/11/2023,21,880.92
21/11/2023,22,880.56
21/11/2023,23,881.64
21/11/2023,24,882
22/11/2023,1,581.76
22/11/2023,2,6.84
22/11/2023,3,6.84
22/11/2023,4,7.2
22/11/2023,5,7.2
22/11/2023,6,6.84
22/11/2023,7,7.2
22/11/2023,8,6.12
22/11/2023,9,6.12
22/11/2023,10,5.4
22/11/2023,11,6.12
22/11/2023,12,347.76
22/11/2023,13,882
22/11/2023,14,882.36
22/11/2023,15,882
22/11/2023,16,882.72
22/11/2023,17,881.64
22/11/2023,18,884.52
22/11/2023,19,884.52
22/11/2023,20,884.52
22/11/2023,21,883.8
22/11/2023,22,883.8
22/11/2023,23,884.52
22/11/2023,24,884.52
23/11/2023,1,884.52
23/11/2023,2,883.8
23/11/2023,3,883.44
23/11/2023,4,883.44
23/11/2023,5,883.08
23/11/2023,6,883.44
23/11/2023,7,884.16
23/11/2023,8,882.36
23/11/2023,9,883.8
23/11/2023,10,882.36
23/11/2023,11,882.36
23/11/2023,12,883.08
23/11/2023,13,882.72
23/11/2023,14,882.36
23/11/2023,15,882.72
23/11/2023,16,882.36
23/11/2023,17,882.36
23/11/2023,18,883.08
23/11/2023,19,883.8
23/11/2023,20,884.16
23/11/2023,21,883.44
23/11/2023,22,883.08
23/11/2023,23,883.44
23/11/2023,24,883.44
24/11/2023,1,883.44
24/11/2023,2,883.44
24/11/2023,3,882
24/11/2023,4,883.08
24/11/2023,5,882.72
24/11/2023,6,883.8
24/11/2023,7,884.52
24/11/2023,8,882
24/11/2023,9,882.72
24/11/2023,10,882.36
24/11/2023,11,852.48
24/11/2023,12,666.36
24/11/2023,13,882
24/11/2023,14,880.2
24/11/2023,15,879.48
24/11/2023,16,879.84
24/11/2023,17,879.84
24/11/2023,18,880.2
24/11/2023,19,880.2
24/11/2023,20,880.2
24/11/2023,21,880.2
24/11/2023,22,880.2
24/11/2023,23,880.2
24/11/2023,24,880.2
25/11/2023,1,880.2
25/11/2023,2,880.56
25/11/2023,3,880.2
25/11/2023,4,879.84
25/11/2023,5,879.12
25/11/2023,6,879.48
25/11/2023,7,880.56
25/11/2023,8,878.4
25/11/2023,9,878.4
25/11/2023,10,879.48
25/11/2023,11,879.84
25/11/2023,12,879.12
25/11/2023,13,879.84
25/11/2023,14,879.12
25/11/2023,15,878.4
25/11/2023,16,880.2
25/11/2023,17,879.12
25/11/2023,18,879.84
25/11/2023,19,880.56
25/11/2023,20,880.56
25/11/2023,21,880.2
25/11/2023,22,880.2
25/11/2023,23,880.2
25/11/2023,24,880.56
26/11/2023,1,879.12
26/11/2023,2,879.84
26/11/2023,3,879.48
26/11/2023,4,879.48
26/11/2023,5,879.84
26/11/2023,6,879.12
26/11/2023,7,878.4
26/11/2023,8,878.76
26/11/2023,9,878.76
26/11/2023,10,877.68
26/11/2023,11,876.96
26/11/2023,12,877.32
26/11/2023,13,879.12
26/11/2023,14,884.88
26/11/2023,15,537.48
26/11/2023,16,853.56
26/11/2023,17,885.6
26/11/2023,18,885.24
26/11/2023,19,886.32
26/11/2023,20,486
26/11/2023,21,849.24
26/11/2023,22,530.28
26/11/2023,23,887.4
26/11/2023,24,888.12
27/11/2023,1,526.32
27/11/2023,2,439.56
27/11/2023,3,892.44
27/11/2023,4,891.72
27/11/2023,5,891.36
27/11/2023,6,890.64
27/11/2023,7,891.72
27/11/2023,8,887.76
27/11/2023,9,889.2
27/11/2023,10,889.56
27/11/2023,11,889.2
27/11/2023,12,889.56
27/11/2023,13,889.92
27/11/2023,14,888.48
27/11/2023,15,889.2
27/11/2023,16,888.84
27/11/2023,17,888.48
27/11/2023,18,889.56
27/11/2023,19,889.92
27/11/2023,20,890.64
27/11/2023,21,889.92
27/11/2023,22,890.28
27/11/2023,23,890.28
27/11/2023,24,891
28/11/2023,1,890.28
28/11/2023,2,889.92
28/11/2023,3,889.2
28/11/2023,4,888.84
28/11/2023,5,889.2
28/11/2023,6,889.92
28/11/2023,7,890.28
28/11/2023,8,888.48
28/11/2023,9,889.92
28/11/2023,10,888.84
28/11/2023,11,888.12
28/11/2023,12,889.2
28/11/2023,13,888.84
28/11/2023,14,888.12
28/11/2023,15,888.48
28/11/2023,16,888.12
28/11/2023,17,887.76
28/11/2023,18,889.2
28/11/2023,19,888.84
28/11/2023,20,888.84
28/11/2023,21,888.84
28/11/2023,22,889.2
28/11/2023,23,889.56
28/11/2023,24,889.56
29/11/2023,1,889.56
29/11/2023,2,889.56
29/11/2023,3,888.84
29/11/2023,4,889.2
29/11/2023,5,888.12
29/11/2023,6,887.4
29/11/2023,7,887.4
29/11/2023,8,888.48
29/11/2023,9,887.76
29/11/2023,10,889.2
29/11/2023,11,887.76
29/11/2023,12,887.76
29/11/2023,13,888.12
29/11/2023,14,888.12
29/11/2023,15,887.76
29/11/2023,16,887.04
29/11/2023,17,888.12
29/11/2023,18,888.84
29/11/2023,19,889.56
29/11/2023,20,889.2
29/11/2023,21,888.84
29/11/2023,22,888.84
29/11/2023,23,889.2
29/11/2023,24,888.48
30/11/2023,1,888.84
30/11/2023,2,888.84
30/11/2023,3,888.48
30/11/2023,4,889.2
30/11/2023,5,888.48
30/11/2023,6,888.84
30/11/2023,7,889.56
30/11/2023,8,887.4
30/11/2023,9,887.04
30/11/2023,10,887.4
30/11/2023,11,887.76
30/11/2023,12,887.76
30/11/2023,13,887.4
30/11/2023,14,886.68
30/11/2023,15,887.76
30/11/2023,16,887.4
30/11/2023,17,887.4
30/11/2023,18,888.12
30/11/2023,19,888.84
30/11/2023,20,888.84
30/11/2023,21,888.84
30/11/2023,22,888.84
30/11/2023,23,889.56
30/11/2023,24,889.2
01/12/2023,1,889.2
01/12/2023,2,889.56
01/12/2023,3,888.84
01/12/2023,4,889.2
01/12/2023,5,888.48
01/12/2023,6,888.48
01/12/2023,7,888.48
01/12/2023,8,887.04
01/12/2023,9,887.4
01/12/2023,10,887.4
01/12/2023,11,887.76
01/12/2023,12,887.4
01/12/2023,13,887.4
01/12/2023,14,887.4
01/12/2023,15,887.4
01/12/2023,16,887.4
01/12/2023,17,887.76
01/12/2023,18,888.12
01/12/2023,19,889.2
01/12/2023,20,888.84
01/12/2023,21,888.84
01/12/2023,22,888.48
01/12/2023,23,888.48
01/12/2023,24,888.48
02/12/2023,1,888.84
02/12/2023,2,888.12
02/12/2023,3,888.48
02/12/2023,4,888.12
02/12/2023,5,888.48
02/12/2023,6,888.12
02/12/2023,7,887.76
02/12/2023,8,887.04
02/12/2023,9,887.4
02/12/2023,10,887.4
02/12/2023,11,887.04
02/12/2023,12,886.68
02/12/2023,13,887.04
02/12/2023,14,887.76
02/12/2023,15,886.68
02/12/2023,16,886.68
02/12/2023,17,886.32
02/12/2023,18,887.4
02/12/2023,19,888.84
02/12/2023,20,887.76
02/12/2023,21,887.76
02/12/2023,22,887.04
02/12/2023,23,887.04
02/12/2023,24,887.04
03/12/2023,1,887.76
03/12/2023,2,887.4
03/12/2023,3,887.04
03/12/2023,4,887.4
03/12/2023,5,887.04
03/12/2023,6,887.4
03/12/2023,7,887.76
03/12/2023,8,887.4
03/12/2023,9,887.4
03/12/2023,10,887.4
03/12/2023,11,887.4
03/12/2023,12,886.68
03/12/2023,13,886.68
03/12/2023,14,886.32
03/12/2023,15,886.68
03/12/2023,16,885.96
03/12/2023,17,886.68
03/12/2023,18,887.04
03/12/2023,19,887.76
03/12/2023,20,888.48
03/12/2023,21,887.04
03/12/2023,22,887.76
03/12/2023,23,887.4
03/12/2023,24,887.76
04/12/2023,1,887.4
04/12/2023,2,886.68
04/12/2023,3,886.68
04/12/2023,4,886.68
04/12/2023,5,887.04
04/12/2023,6,887.76
04/12/2023,7,887.76
04/12/2023,8,886.68
04/12/2023,9,887.76
04/12/2023,10,887.4
04/12/2023,11,886.68
04/12/2023,12,886.68
04/12/2023,13,887.04
04/12/2023,14,886.32
04/12/2023,15,887.76
04/12/2023,16,886.32
04/12/2023,17,886.32
04/12/2023,18,887.4
04/12/2023,19,888.48
04/12/2023,20,887.76
04/12/2023,21,887.4
04/12/2023,22,888.12
04/12/2023,23,888.12
04/12/2023,24,889.2
05/12/2023,1,887.4
05/12/2023,2,888.48
05/12/2023,3,887.76
05/12/2023,4,887.76
05/12/2023,5,887.76
05/12/2023,6,888.12
05/12/2023,7,887.76
05/12/2023,8,885.6
05/12/2023,9,887.76
05/12/2023,10,886.32
05/12/2023,11,887.04
05/12/2023,12,887.04
05/12/2023,13,886.68
05/12/2023,14,885.96
05/12/2023,15,887.04
05/12/2023,16,887.4
05/12/2023,17,887.4
05/12/2023,18,887.76
05/12/2023,19,889.2
05/12/2023,20,887.4
05/12/2023,21,886.68
05/12/2023,22,887.04
05/12/2023,23,887.76
05/12/2023,24,888.48
06/12/2023,1,887.76
06/12/2023,2,887.4
06/12/2023,3,888.48
06/12/2023,4,887.76
06/12/2023,5,888.48
06/12/2023,6,887.4
06/12/2023,7,887.76
06/12/2023,8,886.32
06/12/2023,9,885.96
06/12/2023,10,887.04
06/12/2023,11,885.96
06/12/2023,12,884.16
06/12/2023,13,883.44
06/12/2023,14,882.72
06/12/2023,15,883.08
06/12/2023,16,883.08
06/12/2023,17,883.8
06/12/2023,18,883.8
06/12/2023,19,884.88
06/12/2023,20,884.52
06/12/2023,21,884.88
06/12/2023,22,884.16
06/12/2023,23,884.88
06/12/2023,24,885.24
07/12/2023,1,885.24
07/12/2023,2,884.88
07/12/2023,3,885.24
07/12/2023,4,884.88
07/12/2023,5,884.52
07/12/2023,6,884.88
07/12/2023,7,885.24
07/12/2023,8,882.72
07/12/2023,9,885.24
07/12/2023,10,884.16
07/12/2023,11,884.88
07/12/2023,12,885.6
07/12/2023,13,884.88
07/12/2023,14,884.16
07/12/2023,15,884.52
07/12/2023,16,885.24
07/12/2023,17,884.88
07/12/2023,18,885.96
07/12/2023,19,885.96
07/12/2023,20,886.32
07/12/2023,21,885.96
07/12/2023,22,885.96
07/12/2023,23,885.6
07/12/2023,24,885.96
08/12/2023,1,885.6
08/12/2023,2,885.96
08/12/2023,3,885.6
08/12/2023,4,885.96
08/12/2023,5,885.96
08/12/2023,6,885.96
08/12/2023,7,886.32
08/12/2023,8,885.24
08/12/2023,9,885.24
08/12/2023,10,884.52
08/12/2023,11,884.52
08/12/2023,12,884.88
08/12/2023,13,884.52
08/12/2023,14,884.16
08/12/2023,15,885.24
08/12/2023,16,884.52
08/12/2023,17,884.52
08/12/2023,18,885.96
08/12/2023,19,885.6
08/12/2023,20,886.68
08/12/2023,21,885.96
08/12/2023,22,886.32
08/12/2023,23,885.96
08/12/2023,24,887.04
09/12/2023,1,885.24
09/12/2023,2,885.96
09/12/2023,3,885.6
09/12/2023,4,884.88
09/12/2023,5,885.24
09/12/2023,6,885.6
09/12/2023,7,885.6
09/12/2023,8,884.16
09/12/2023,9,884.16
09/12/2023,10,884.52
09/12/2023,11,884.16
09/12/2023,12,884.52
09/12/2023,13,884.52
09/12/2023,14,883.8
09/12/2023,15,884.52
09/12/2023,16,884.16
09/12/2023,17,884.88
09/12/2023,18,884.52
09/12/2023,19,885.24
09/12/2023,20,885.6
09/12/2023,21,885.24
09/12/2023,22,885.24
09/12/2023,23,885.24
09/12/2023,24,885.96
10/12/2023,1,884.88
10/12/2023,2,885.24
10/12/2023,3,884.52
10/12/2023,4,884.52
10/12/2023,5,884.52
10/12/2023,6,885.96
10/12/2023,7,884.16
10/12/2023,8,885.6
10/12/2023,9,884.52
10/12/2023,10,883.44
10/12/2023,11,883.44
10/12/2023,12,882.36
10/12/2023,13,883.8
10/12/2023,14,883.8
10/12/2023,15,883.8
10/12/2023,16,884.16
10/12/2023,17,883.08
10/12/2023,18,885.6
10/12/2023,19,885.6
10/12/2023,20,886.32
10/12/2023,21,885.6
10/12/2023,22,812.52
10/12/2023,23,691.92
10/12/2023,24,889.92
11/12/2023,1,887.76
11/12/2023,2,887.76
11/12/2023,3,888.12
11/12/2023,4,887.76
11/12/2023,5,887.04
11/12/2023,6,887.76
11/12/2023,7,887.4
11/12/2023,8,886.32
11/12/2023,9,887.4
11/12/2023,10,887.4
11/12/2023,11,885.96
11/12/2023,12,886.68
11/12/2023,13,886.32
11/12/2023,14,886.32
11/12/2023,15,885.96
11/12/2023,16,886.32
11/12/2023,17,885.96
11/12/2023,18,886.32
11/12/2023,19,887.4
11/12/2023,20,887.4
11/12/2023,21,887.04
11/12/2023,22,887.04
11/12/2023,23,887.04
11/12/2023,24,888.12
12/12/2023,1,887.4
12/12/2023,2,886.32
12/12/2023,3,887.4
12/12/2023,4,885.96
12/12/2023,5,886.32
12/12/2023,6,886.32
12/12/2023,7,886.68
12/12/2023,8,885.96
12/12/2023,9,886.32
12/12/2023,10,885.96
12/12/2023,11,885.6
12/12/2023,12,886.32
12/12/2023,13,885.6
12/12/2023,14,9.72
12/12/2023,15,2.52
12/12/2023,16,2.52
12/12/2023,17,05.04
12/12/2023,18,6.12
12/12/2023,19,644.76
12/12/2023,20,889.2
12/12/2023,21,889.56
12/12/2023,22,888.84
12/12/2023,23,889.2
12/12/2023,24,889.2
13/12/2023,1,888.48
13/12/2023,2,888.12
13/12/2023,3,888.48
13/12/2023,4,886.68
13/12/2023,5,886.68
13/12/2023,6,887.76
13/12/2023,7,887.4
13/12/2023,8,886.32
13/12/2023,9,886.32
13/12/2023,10,885.96
13/12/2023,11,884.88
13/12/2023,12,885.96
13/12/2023,13,884.88
13/12/2023,14,885.6
13/12/2023,15,885.96
13/12/2023,16,886.68
13/12/2023,17,885.6
13/12/2023,18,885.96
13/12/2023,19,887.4
13/12/2023,20,886.68
13/12/2023,21,886.32
13/12/2023,22,886.68
13/12/2023,23,885.24
13/12/2023,24,883.08
14/12/2023,1,883.44
14/12/2023,2,882.72
14/12/2023,3,882.36
14/12/2023,4,883.08
14/12/2023,5,882.36
14/12/2023,6,884.16
14/12/2023,7,883.08
14/12/2023,8,882.72
14/12/2023,9,883.44
14/12/2023,10,883.08
14/12/2023,11,882
14/12/2023,12,882.72
14/12/2023,13,883.08
14/12/2023,14,882.36
14/12/2023,15,882.72
14/12/2023,16,882.36
14/12/2023,17,882.72
14/12/2023,18,883.44
14/12/2023,19,883.44
14/12/2023,20,882.72
14/12/2023,21,883.8
14/12/2023,22,882.36
14/12/2023,23,883.8
14/12/2023,24,883.8
15/12/2023,1,883.8
15/12/2023,2,883.44
15/12/2023,3,883.08
15/12/2023,4,883.08
15/12/2023,5,882.36
15/12/2023,6,882.72
15/12/2023,7,882
15/12/2023,8,882.36
15/12/2023,9,882.36
15/12/2023,10,882
15/12/2023,11,882.72
15/12/2023,12,882
15/12/2023,13,882.36
15/12/2023,14,881.64
15/12/2023,15,882
15/12/2023,16,882.36
15/12/2023,17,881.64
15/12/2023,18,881.64
15/12/2023,19,883.44
15/12/2023,20,883.44
15/12/2023,21,883.44
15/12/2023,22,883.08
15/12/2023,23,882.72
15/12/2023,24,882.72
16/12/2023,1,883.08
16/12/2023,2,882.72
16/12/2023,3,882.72
16/12/2023,4,882.72
16/12/2023,5,882.72
16/12/2023,6,883.08
16/12/2023,7,882.72
16/12/2023,8,882.36
16/12/2023,9,881.28
16/12/2023,10,881.64
16/12/2023,11,881.28
16/12/2023,12,880.2
16/12/2023,13,880.2
16/12/2023,14,880.92
16/12/2023,15,882
16/12/2023,16,881.64
16/12/2023,17,881.64
16/12/2023,18,881.64
16/12/2023,19,882
16/12/2023,20,883.08
16/12/2023,21,882.36
16/12/2023,22,881.64
16/12/2023,23,880.92
16/12/2023,24,882.36
17/12/2023,1,882
17/12/2023,2,882
17/12/2023,3,881.64
17/12/2023,4,881.28
17/12/2023,5,880.92
17/12/2023,6,881.64
17/12/2023,7,879.84
17/12/2023,8,878.4
17/12/2023,9,879.48
17/12/2023,10,879.12
17/12/2023,11,878.04
17/12/2023,12,878.4
17/12/2023,13,878.4
17/12/2023,14,878.04
17/12/2023,15,876.96
17/12/2023,16,877.68
17/12/2023,17,878.04
17/12/2023,18,878.4
17/12/2023,19,879.48
17/12/2023,20,879.12
17/12/2023,21,879.12
17/12/2023,22,878.76
17/12/2023,23,879.48
17/12/2023,24,879.48
18/12/2023,1,879.48
18/12/2023,2,878.76
18/12/2023,3,879.12
18/12/2023,4,878.04
18/12/2023,5,879.12
18/12/2023,6,880.2
18/12/2023,7,879.12
18/12/2023,8,877.32
18/12/2023,9,878.4
18/12/2023,10,879.12
18/12/2023,11,879.12
18/12/2023,12,878.76
18/12/2023,13,878.4
18/12/2023,14,878.04
18/12/2023,15,877.68
18/12/2023,16,877.32
18/12/2023,17,877.68
18/12/2023,18,879.48
18/12/2023,19,879.12
18/12/2023,20,879.48
18/12/2023,21,879.12
18/12/2023,22,878.76
18/12/2023,23,879.12
18/12/2023,24,879.12
19/12/2023,1,878.76
19/12/2023,2,879.12
19/12/2023,3,879.84
19/12/2023,4,879.12
19/12/2023,5,879.12
19/12/2023,6,878.76
19/12/2023,7,878.76
19/12/2023,8,878.04
19/12/2023,9,878.76
19/12/2023,10,879.48
19/12/2023,11,878.76
19/12/2023,12,879.48
19/12/2023,13,878.4
19/12/2023,14,878.4
19/12/2023,15,878.76
19/12/2023,16,878.4
19/12/2023,17,878.04
19/12/2023,18,879.12
19/12/2023,19,879.84
19/12/2023,20,879.48
19/12/2023,21,879.12
19/12/2023,22,879.48
19/12/2023,23,880.2
19/12/2023,24,878.76
20/12/2023,1,879.84
20/12/2023,2,340.92
20/12/2023,3,76.32
20/12/2023,4,878.04
20/12/2023,5,880.92
20/12/2023,6,880.92
20/12/2023,7,880.56
20/12/2023,8,880.56
20/12/2023,9,880.56
20/12/2023,10,880.56
20/12/2023,11,880.56
20/12/2023,12,880.92
20/12/2023,13,880.92
20/12/2023,14,880.56
20/12/2023,15,880.2
20/12/2023,16,879.12
20/12/2023,17,880.92
20/12/2023,18,881.28
20/12/2023,19,880.92
20/12/2023,20,881.64
20/12/2023,21,880.92
20/12/2023,22,880.92
20/12/2023,23,881.28
20/12/2023,24,880.92
21/12/2023,1,880.56
21/12/2023,2,880.56
21/12/2023,3,880.2
21/12/2023,4,880.56
21/12/2023,5,880.56
21/12/2023,6,880.56
21/12/2023,7,880.56
21/12/2023,8,880.56
21/12/2023,9,882
21/12/2023,10,881.28
21/12/2023,11,601.56
21/12/2023,12,605.52
21/12/2023,13,880.92
21/12/2023,14,880.92
21/12/2023,15,551.16
21/12/2023,16,710.64
21/12/2023,17,884.52
21/12/2023,18,884.16
21/12/2023,19,884.52
21/12/2023,20,884.88
21/12/2023,21,883.08
21/12/2023,22,882.72
21/12/2023,23,882.72
21/12/2023,24,882.72
22/12/2023,1,882.72
22/12/2023,2,882.36
22/12/2023,3,882.36
22/12/2023,4,881.28
22/12/2023,5,882
22/12/2023,6,882.72
22/12/2023,7,882
22/12/2023,8,882
22/12/2023,9,881.64
22/12/2023,10,881.28
22/12/2023,11,880.92
22/12/2023,12,881.28
22/12/2023,13,881.28
22/12/2023,14,880.56
22/12/2023,15,880.2
22/12/2023,16,880.92
22/12/2023,17,880.56
22/12/2023,18,880.2
22/12/2023,19,881.64
22/12/2023,20,882
22/12/2023,21,881.28
22/12/2023,22,880.92
22/12/2023,23,881.28
22/12/2023,24,880.92
23/12/2023,1,880.92
23/12/2023,2,880.56
23/12/2023,3,880.56
23/12/2023,4,880.56
23/12/2023,5,880.56
23/12/2023,6,879.84
23/12/2023,7,880.56
23/12/2023,8,881.28
23/12/2023,9,880.92
23/12/2023,10,880.56
23/12/2023,11,880.56
23/12/2023,12,880.2
23/12/2023,13,879.84
23/12/2023,14,879.48
23/12/2023,15,879.12
23/12/2023,16,878.76
23/12/2023,17,879.12
23/12/2023,18,880.56
23/12/2023,19,882
23/12/2023,20,881.28
23/12/2023,21,881.64
23/12/2023,22,880.92
23/12/2023,23,880.56
23/12/2023,24,880.56
24/12/2023,1,880.56
24/12/2023,2,881.28
24/12/2023,3,880.92
24/12/2023,4,880.56
24/12/2023,5,881.28
24/12/2023,6,880.56
24/12/2023,7,880.56
24/12/2023,8,880.92
24/12/2023,9,880.2
24/12/2023,10,880.56
24/12/2023,11,879.84
24/12/2023,12,880.2
24/12/2023,13,879.84
24/12/2023,14,878.76
24/12/2023,15,879.12
24/12/2023,16,879.48
24/12/2023,17,878.76
24/12/2023,18,879.12
24/12/2023,19,881.28
24/12/2023,20,881.64
24/12/2023,21,881.64
24/12/2023,22,881.64
24/12/2023,23,880.92
24/12/2023,24,880.56
25/12/2023,1,880.2
25/12/2023,2,880.56
25/12/2023,3,880.56
25/12/2023,4,881.28
25/12/2023,5,881.28
25/12/2023,6,880.92
25/12/2023,7,880.56
25/12/2023,8,880.92
25/12/2023,9,879.84
25/12/2023,10,879.48
25/12/2023,11,879.48
25/12/2023,12,879.48
25/12/2023,13,880.56
25/12/2023,14,879.84
25/12/2023,15,878.76
25/12/2023,16,879.48
25/12/2023,17,879.48
25/12/2023,18,879.48
25/12/2023,19,880.56
25/12/2023,20,880.56
25/12/2023,21,879.84
25/12/2023,22,879.48
25/12/2023,23,879.84
25/12/2023,24,880.56
26/12/2023,1,880.92
26/12/2023,2,880.2
26/12/2023,3,880.56
26/12/2023,4,880.2
26/12/2023,5,879.84
26/12/2023,6,880.92
26/12/2023,7,880.56
26/12/2023,8,879.48
26/12/2023,9,879.48
26/12/2023,10,879.48
26/12/2023,11,879.84
26/12/2023,12,763.2
26/12/2023,13,758.16
26/12/2023,14,881.28
26/12/2023,15,883.44
26/12/2023,16,881.28
26/12/2023,17,880.56
26/12/2023,18,880.92
26/12/2023,19,882.36
26/12/2023,20,881.64
26/12/2023,21,881.28
26/12/2023,22,880.2
26/12/2023,23,880.56
26/12/2023,24,880.56
27/12/2023,1,880.56
27/12/2023,2,880.2
27/12/2023,3,880.56
27/12/2023,4,880.56
27/12/2023,5,879.84
27/12/2023,6,879.48
27/12/2023,7,879.84
27/12/2023,8,879.84
27/12/2023,9,878.76
27/12/2023,10,878.4
27/12/2023,11,878.76
27/12/2023,12,879.84
27/12/2023,13,879.12
27/12/2023,14,878.76
27/12/2023,15,878.76
27/12/2023,16,878.4
27/12/2023,17,878.76
27/12/2023,18,879.12
27/12/2023,19,880.2
27/12/2023,20,880.56
27/12/2023,21,880.2
27/12/2023,22,879.84
27/12/2023,23,880.2
27/12/2023,24,879.84
28/12/2023,1,880.2
28/12/2023,2,880.56
28/12/2023,3,879.12
28/12/2023,4,879.12
28/12/2023,5,879.48
28/12/2023,6,879.84
28/12/2023,7,879.84
28/12/2023,8,879.48
28/12/2023,9,878.4
28/12/2023,10,878.4
28/12/2023,11,878.4
28/12/2023,12,878.76
28/12/2023,13,879.12
28/12/2023,14,878.4
28/12/2023,15,878.4
28/12/2023,16,878.4
28/12/2023,17,878.04
28/12/2023,18,879.12
28/12/2023,19,880.56
28/12/2023,20,880.56
28/12/2023,21,880.56
28/12/2023,22,880.56
28/12/2023,23,880.2
28/12/2023,24,880.56
29/12/2023,1,880.56
29/12/2023,2,880.2
29/12/2023,3,880.92
29/12/2023,4,880.92
29/12/2023,5,880.2
29/12/2023,6,881.64
29/12/2023,7,880.56
29/12/2023,8,880.56
29/12/2023,9,878.4
29/12/2023,10,878.04
29/12/2023,11,878.76
29/12/2023,12,878.4
29/12/2023,13,878.76
29/12/2023,14,878.4
29/12/2023,15,878.76
29/12/2023,16,878.76
29/12/2023,17,878.4
29/12/2023,18,879.48
29/12/2023,19,880.56
29/12/2023,20,879.84
29/12/2023,21,879.48
29/12/2023,22,878.4
29/12/2023,23,878.04
29/12/2023,24,879.12
30/12/2023,1,878.76
30/12/2023,2,878.76
30/12/2023,3,880.2
30/12/2023,4,879.48
30/12/2023,5,880.2
30/12/2023,6,880.56
30/12/2023,7,879.12
30/12/2023,8,879.12
30/12/2023,9,878.4
30/12/2023,10,878.4
30/12/2023,11,878.76
30/12/2023,12,878.4
30/12/2023,13,625.32
30/12/2023,14,880.56
30/12/2023,15,879.12
