Data,Hora,kWh fornecido
30/12/2023,16,879.12
30/12/2023,17,879.12
30/12/2023,18,879.12
30/12/2023,19,879.48
30/12/2023,20,879.12
30/12/2023,21,879.84
30/12/2023,22,879.48
30/12/2023,23,879.84
30/12/2023,24,879.48
31/12/2023,1,879.12
31/12/2023,2,878.76
31/12/2023,3,879.12
31/12/2023,4,878.4
31/12/2023,5,878.04
31/12/2023,6,877.68
31/12/2023,7,877.68
31/12/2023,8,878.04
31/12/2023,9,877.68
31/12/2023,10,878.4
31/12/2023,11,879.48
31/12/2023,12,879.12
31/12/2023,13,877.68
31/12/2023,14,878.76
31/12/2023,15,878.04
31/12/2023,16,877.32
31/12/2023,17,878.76
31/12/2023,18,877.68
31/12/2023,19,878.4
31/12/2023,20,878.4
31/12/2023,21,879.84
31/12/2023,22,879.48
31/12/2023,23,879.12
31/12/2023,24,879.84
01/01/2024,1,879.12
01/01/2024,2,878.4
01/01/2024,3,878.4
01/01/2024,4,878.4
01/01/2024,5,878.4
01/01/2024,6,878.4
01/01/2024,7,878.76
01/01/2024,8,879.12
01/01/2024,9,879.84
01/01/2024,10,878.4
01/01/2024,11,878.4
01/01/2024,12,876.6
01/01/2024,13,877.68
01/01/2024,14,876.96
01/01/2024,15,877.68
01/01/2024,16,877.32
01/01/2024,17,876.96
01/01/2024,18,878.04
01/01/2024,19,878.76
01/01/2024,20,878.4
01/01/2024,21,879.84
01/01/2024,22,879.48
01/01/2024,23,879.12
01/01/2024,24,879.12
02/01/2024,1,879.12
02/01/2024,2,879.12
02/01/2024,3,878.76
02/01/2024,4,878.4
02/01/2024,5,878.76
02/01/2024,6,878.4
02/01/2024,7,878.76
02/01/2024,8,878.4
02/01/2024,9,877.68
02/01/2024,10,878.04
02/01/2024,11,877.68
02/01/2024,12,878.04
02/01/2024,13,878.04
02/01/2024,14,877.68
02/01/2024,15,877.32
02/01/2024,16,877.32
02/01/2024,17,877.68
02/01/2024,18,878.4
02/01/2024,19,879.12
02/01/2024,20,878.76
02/01/2024,21,878.76
02/01/2024,22,878.76
02/01/2024,23,878.76
02/01/2024,24,878.76
03/01/2024,1,878.4
03/01/2024,2,878.76
03/01/2024,3,878.76
03/01/2024,4,878.76
03/01/2024,5,878.76
03/01/2024,6,878.76
03/01/2024,7,878.04
03/01/2024,8,878.04
03/01/2024,9,837.36
03/01/2024,10,518.76
03/01/2024,11,882
03/01/2024,12,881.64
03/01/2024,13,880.56
03/01/2024,14,880.2
03/01/2024,15,880.2
03/01/2024,16,880.2
03/01/2024,17,880.2
03/01/2024,18,880.56
03/01/2024,19,881.64
03/01/2024,20,881.28
03/01/2024,21,881.28
03/01/2024,22,881.64
03/01/2024,23,881.28
03/01/2024,24,881.28
04/01/2024,1,880.56
04/01/2024,2,880.56
04/01/2024,3,879.84
04/01/2024,4,880.2
04/01/2024,5,879.48
04/01/2024,6,879.84
04/01/2024,7,880.56
04/01/2024,8,880.2
04/01/2024,9,879.48
04/01/2024,10,879.84
04/01/2024,11,879.48
04/01/2024,12,878.76
04/01/2024,13,878.04
04/01/2024,14,877.68
04/01/2024,15,878.04
04/01/2024,16,878.4
04/01/2024,17,878.04
04/01/2024,18,878.76
04/01/2024,19,879.84
04/01/2024,20,879.48
04/01/2024,21,879.48
04/01/2024,22,879.48
04/01/2024,23,879.84
04/01/2024,24,879.48
05/01/2024,1,879.48
05/01/2024,2,879.12
05/01/2024,3,879.12
05/01/2024,4,879.12
05/01/2024,5,878.76
05/01/2024,6,879.12
05/01/2024,7,879.12
05/01/2024,8,879.12
05/01/2024,9,879.12
05/01/2024,10,878.4
05/01/2024,11,879.12
05/01/2024,12,878.4
05/01/2024,13,878.4
05/01/2024,14,878.04
05/01/2024,15,878.4
05/01/2024,16,878.04
05/01/2024,17,878.04
05/01/2024,18,879.12
05/01/2024,19,879.48
05/01/2024,20,879.48
05/01/2024,21,880.2
05/01/2024,22,879.48
05/01/2024,23,879.84
05/01/2024,24,879.84
06/01/2024,1,879.12
06/01/2024,2,879.12
06/01/2024,3,879.48
06/01/2024,4,879.48
06/01/2024,5,878.76
06/01/2024,6,879.48
06/01/2024,7,880.2
06/01/2024,8,878.76
06/01/2024,9,878.4
06/01/2024,10,878.04
06/01/2024,11,878.04
06/01/2024,12,877.32
06/01/2024,13,878.04
06/01/2024,14,877.68
06/01/2024,15,877.32
06/01/2024,16,878.04
06/01/2024,17,877.68
06/01/2024,18,877.32
06/01/2024,19,879.12
06/01/2024,20,878.76
06/01/2024,21,878.4
06/01/2024,22,878.76
06/01/2024,23,878.4
06/01/2024,24,878.76
07/01/2024,1,878.4
07/01/2024,2,878.04
07/01/2024,3,878.4
07/01/2024,4,878.04
07/01/2024,5,877.68
07/01/2024,6,878.04
07/01/2024,7,878.76
07/01/2024,8,878.04
07/01/2024,9,877.68
07/01/2024,10,876.6
07/01/2024,11,876.6
07/01/2024,12,877.32
07/01/2024,13,877.32
07/01/2024,14,877.32
07/01/2024,15,876.6
07/01/2024,16,876.96
07/01/2024,17,877.32
07/01/2024,18,878.4
07/01/2024,19,878.76
07/01/2024,20,877.68
07/01/2024,21,878.04
07/01/2024,22,878.76
07/01/2024,23,877.68
07/01/2024,24,878.04
08/01/2024,1,877.68
08/01/2024,2,877.68
08/01/2024,3,878.04
08/01/2024,4,878.04
08/01/2024,5,876.96
08/01/2024,6,878.04
08/01/2024,7,877.68
08/01/2024,8,877.68
08/01/2024,9,877.68
08/01/2024,10,877.68
08/01/2024,11,878.04
08/01/2024,12,877.32
08/01/2024,13,876.96
08/01/2024,14,876.24
08/01/2024,15,876.6
08/01/2024,16,876.24
08/01/2024,17,876.6
08/01/2024,18,876.96
08/01/2024,19,878.04
08/01/2024,20,878.04
08/01/2024,21,877.68
08/01/2024,22,877.68
08/01/2024,23,878.4
08/01/2024,24,878.04
09/01/2024,1,878.04
09/01/2024,2,878.04
09/01/2024,3,878.04
09/01/2024,4,877.32
09/01/2024,5,878.04
09/01/2024,6,878.4
09/01/2024,7,877.68
09/01/2024,8,876.24
09/01/2024,9,875.88
09/01/2024,10,877.68
09/01/2024,11,876.24
09/01/2024,12,877.32
09/01/2024,13,876.96
09/01/2024,14,692.64
09/01/2024,15,613.8
09/01/2024,16,820.08
09/01/2024,17,867.96
09/01/2024,18,867.96
09/01/2024,19,868.68
09/01/2024,20,868.68
09/01/2024,21,868.32
09/01/2024,22,867.96
09/01/2024,23,868.32
09/01/2024,24,868.68
10/01/2024,1,869.04
10/01/2024,2,868.32
10/01/2024,3,867.6
10/01/2024,4,868.68
10/01/2024,5,867.6
10/01/2024,6,869.4
10/01/2024,7,867.6
10/01/2024,8,866.16
10/01/2024,9,866.52
10/01/2024,10,866.16
10/01/2024,11,866.16
10/01/2024,12,866.88
10/01/2024,13,866.52
10/01/2024,14,866.16
10/01/2024,15,866.88
10/01/2024,16,866.88
10/01/2024,17,867.24
10/01/2024,18,867.6
10/01/2024,19,867.6
10/01/2024,20,867.24
10/01/2024,21,867.6
10/01/2024,22,867.24
10/01/2024,23,866.88
10/01/2024,24,867.96
11/01/2024,1,866.16
11/01/2024,2,867.24
11/01/2024,3,866.88
11/01/2024,4,866.52
11/01/2024,5,866.52
11/01/2024,6,866.88
11/01/2024,7,866.16
11/01/2024,8,865.08
11/01/2024,9,865.44
11/01/2024,10,866.16
11/01/2024,11,865.8
11/01/2024,12,868.32
11/01/2024,13,868.32
11/01/2024,14,864
11/01/2024,15,864.72
11/01/2024,16,864.72
11/01/2024,17,864.72
11/01/2024,18,866.52
11/01/2024,19,866.52
11/01/2024,20,866.52
11/01/2024,21,866.52
11/01/2024,22,866.16
11/01/2024,23,866.52
11/01/2024,24,866.16
12/01/2024,1,866.52
12/01/2024,2,866.16
12/01/2024,3,865.8
12/01/2024,4,860.4
12/01/2024,5,860.76
12/01/2024,6,860.76
12/01/2024,7,861.84
12/01/2024,8,862.92
12/01/2024,9,862.92
12/01/2024,10,863.64
12/01/2024,11,863.28
12/01/2024,12,864.72
12/01/2024,13,864.36
12/01/2024,14,864
12/01/2024,15,864
12/01/2024,16,863.64
12/01/2024,17,863.64
12/01/2024,18,863.28
12/01/2024,19,865.08
12/01/2024,20,866.16
12/01/2024,21,865.8
12/01/2024,22,866.16
12/01/2024,23,865.8
12/01/2024,24,865.8
13/01/2024,1,865.44
13/01/2024,2,865.44
13/01/2024,3,865.44
13/01/2024,4,865.44
13/01/2024,5,865.44
13/01/2024,6,865.8
13/01/2024,7,865.8
13/01/2024,8,865.8
13/01/2024,9,865.44
13/01/2024,10,864.72
13/01/2024,11,865.44
13/01/2024,12,864.36
13/01/2024,13,865.08
13/01/2024,14,864.72
13/01/2024,15,864.72
13/01/2024,16,865.08
13/01/2024,17,865.8
13/01/2024,18,865.8
13/01/2024,19,867.24
13/01/2024,20,866.88
13/01/2024,21,866.88
13/01/2024,22,866.88
13/01/2024,23,866.52
13/01/2024,24,867.24
14/01/2024,1,866.88
14/01/2024,2,866.88
14/01/2024,3,866.88
14/01/2024,4,866.88
14/01/2024,5,866.88
14/01/2024,6,866.88
14/01/2024,7,866.16
14/01/2024,8,866.52
14/01/2024,9,867.24
14/01/2024,10,864.72
14/01/2024,11,865.44
14/01/2024,12,865.44
14/01/2024,13,865.8
14/01/2024,14,866.52
14/01/2024,15,868.32
14/01/2024,16,864.36
14/01/2024,17,864.72
14/01/2024,18,864.72
14/01/2024,19,865.44
14/01/2024,20,866.16
14/01/2024,21,866.52
14/01/2024,22,866.16
14/01/2024,23,866.52
14/01/2024,24,866.16
15/01/2024,1,741.24
15/01/2024,2,869.76
15/01/2024,3,869.76
15/01/2024,4,869.04
15/01/2024,5,869.04
15/01/2024,6,869.76
15/01/2024,7,870.12
15/01/2024,8,868.68
15/01/2024,9,868.68
15/01/2024,10,869.04
15/01/2024,11,869.04
15/01/2024,12,868.68
15/01/2024,13,869.04
15/01/2024,14,869.04
15/01/2024,15,868.32
15/01/2024,16,868.32
15/01/2024,17,868.68
15/01/2024,18,869.04
15/01/2024,19,869.4
15/01/2024,20,869.04
15/01/2024,21,868.68
15/01/2024,22,868.68
15/01/2024,23,869.04
15/01/2024,24,868.68
16/01/2024,1,868.68
16/01/2024,2,868.68
16/01/2024,3,868.68
16/01/2024,4,869.04
16/01/2024,5,868.68
16/01/2024,6,868.32
16/01/2024,7,868.68
16/01/2024,8,868.32
16/01/2024,9,867.6
16/01/2024,10,867.24
16/01/2024,11,867.6
16/01/2024,12,867.6
16/01/2024,13,868.32
16/01/2024,14,866.88
16/01/2024,15,867.6
16/01/2024,16,867.96
16/01/2024,17,867.6
16/01/2024,18,867.96
16/01/2024,19,868.68
16/01/2024,20,869.04
16/01/2024,21,869.04
16/01/2024,22,869.04
16/01/2024,23,869.04
16/01/2024,24,869.04
17/01/2024,1,868.68
17/01/2024,2,868.68
17/01/2024,3,868.32
17/01/2024,4,868.32
17/01/2024,5,867.96
17/01/2024,6,868.32
17/01/2024,7,867.96
17/01/2024,8,866.88
17/01/2024,9,866.88
17/01/2024,10,867.24
17/01/2024,11,866.88
17/01/2024,12,866.88
17/01/2024,13,867.24
17/01/2024,14,866.52
17/01/2024,15,867.24
17/01/2024,16,868.32
17/01/2024,17,868.32
17/01/2024,18,867.6
17/01/2024,19,869.4
17/01/2024,20,868.32
17/01/2024,21,869.04
17/01/2024,22,868.32
17/01/2024,23,868.68
17/01/2024,24,868.32
18/01/2024,1,868.32
18/01/2024,2,868.68
18/01/2024,3,868.68
18/01/2024,4,868.32
18/01/2024,5,868.32
18/01/2024,6,868.68
18/01/2024,7,869.4
18/01/2024,8,868.32
18/01/2024,9,867.6
18/01/2024,10,866.88
18/01/2024,11,866.88
18/01/2024,12,867.6
18/01/2024,13,867.24
18/01/2024,14,867.24
18/01/2024,15,867.6
18/01/2024,16,867.6
18/01/2024,17,867.6
18/01/2024,18,867.24
18/01/2024,19,868.68
18/01/2024,20,868.68
18/01/2024,21,869.04
18/01/2024,22,867.96
18/01/2024,23,869.04
18/01/2024,24,868.68
19/01/2024,1,867.24
19/01/2024,2,868.68
19/01/2024,3,869.04
19/01/2024,4,868.68
19/01/2024,5,868.68
19/01/2024,6,868.32
19/01/2024,7,868.32
19/01/2024,8,867.6
19/01/2024,9,866.88
19/01/2024,10,867.24
19/01/2024,11,866.16
19/01/2024,12,867.6
19/01/2024,13,867.24
19/01/2024,14,866.52
19/01/2024,15,866.88
19/01/2024,16,868.68
19/01/2024,17,866.88
19/01/2024,18,867.24
19/01/2024,19,867.24
19/01/2024,20,867.6
19/01/2024,21,868.32
19/01/2024,22,869.04
19/01/2024,23,868.68
19/01/2024,24,868.32
20/01/2024,1,867.96
20/01/2024,2,867.24
20/01/2024,3,867.6
20/01/2024,4,868.32
20/01/2024,5,868.32
20/01/2024,6,867.96
20/01/2024,7,381.24
20/01/2024,8,0
20/01/2024,9,0
20/01/2024,10,389.88
20/01/2024,11,890.28
20/01/2024,12,889.2
20/01/2024,13,888.84
20/01/2024,14,887.76
20/01/2024,15,887.4
20/01/2024,16,887.04
20/01/2024,17,886.68
20/01/2024,18,886.68
20/01/2024,19,887.76
20/01/2024,20,887.04
20/01/2024,21,887.04
20/01/2024,22,887.4
20/01/2024,23,886.32
20/01/2024,24,886.68
21/01/2024,1,885.6
21/01/2024,2,886.32
21/01/2024,3,886.32
21/01/2024,4,885.24
21/01/2024,5,885.96
21/01/2024,6,886.68
21/01/2024,7,578.88
21/01/2024,8,672.48
21/01/2024,9,673.92
21/01/2024,10,673.92
21/01/2024,11,674.28
21/01/2024,12,674.64
21/01/2024,13,675.36
21/01/2024,14,674.28
21/01/2024,15,673.92
21/01/2024,16,673.92
21/01/2024,17,673.92
21/01/2024,18,674.28
21/01/2024,19,675.36
21/01/2024,20,675.72
21/01/2024,21,676.08
21/01/2024,22,676.08
21/01/2024,23,676.08
21/01/2024,24,676.08
22/01/2024,1,675.72
22/01/2024,2,676.08
22/01/2024,3,676.08
22/01/2024,4,675.36
22/01/2024,5,675.36
22/01/2024,6,676.44
22/01/2024,7,707.4
22/01/2024,8,696.96
22/01/2024,9,675.72
22/01/2024,10,676.08
22/01/2024,11,792
22/01/2024,12,877.32
22/01/2024,13,875.88
22/01/2024,14,875.16
22/01/2024,15,874.08
22/01/2024,16,874.08
22/01/2024,17,872.64
22/01/2024,18,872.64
22/01/2024,19,873
22/01/2024,20,871.92
22/01/2024,21,872.28
22/01/2024,22,871.56
22/01/2024,23,871.92
22/01/2024,24,872.28
23/01/2024,1,870.84
23/01/2024,2,870.84
23/01/2024,3,871.2
23/01/2024,4,871.2
23/01/2024,5,870.48
23/01/2024,6,870.84
23/01/2024,7,870.12
23/01/2024,8,869.76
23/01/2024,9,869.76
23/01/2024,10,869.4
23/01/2024,11,869.04
23/01/2024,12,869.76
23/01/2024,13,868.68
23/01/2024,14,867.96
23/01/2024,15,867.96
23/01/2024,16,868.32
23/01/2024,17,867.96
23/01/2024,18,869.76
23/01/2024,19,869.76
23/01/2024,20,869.76
23/01/2024,21,870.12
23/01/2024,22,869.76
23/01/2024,23,869.76
23/01/2024,24,870.12
24/01/2024,1,869.04
24/01/2024,2,869.4
24/01/2024,3,869.04
24/01/2024,4,868.68
24/01/2024,5,868.68
24/01/2024,6,869.04
24/01/2024,7,868.68
24/01/2024,8,868.68
24/01/2024,9,868.32
24/01/2024,10,869.4
24/01/2024,11,868.32
24/01/2024,12,867.6
24/01/2024,13,867.96
24/01/2024,14,867.6
24/01/2024,15,867.6
24/01/2024,16,867.96
24/01/2024,17,866.88
24/01/2024,18,867.96
24/01/2024,19,869.04
24/01/2024,20,869.04
24/01/2024,21,702.36
24/01/2024,22,558
24/01/2024,23,515.52
24/01/2024,24,783
25/01/2024,1,783.36
25/01/2024,2,778.68
25/01/2024,3,708.48
25/01/2024,4,674.28
25/01/2024,5,673.92
25/01/2024,6,674.28
25/01/2024,7,673.92
25/01/2024,8,674.64
25/01/2024,9,674.28
25/01/2024,10,673.92
25/01/2024,11,673.2
25/01/2024,12,838.44
25/01/2024,13,868.68
25/01/2024,14,867.6
25/01/2024,15,867.24
25/01/2024,16,866.88
25/01/2024,17,866.16
25/01/2024,18,867.6
25/01/2024,19,867.6
25/01/2024,20,867.24
25/01/2024,21,866.88
25/01/2024,22,677.88
25/01/2024,23,0
25/01/2024,24,401.04
26/01/2024,1,671.76
26/01/2024,2,671.76
26/01/2024,3,672.12
26/01/2024,4,673.56
26/01/2024,5,673.92
26/01/2024,6,777.6
26/01/2024,7,875.16
26/01/2024,8,875.16
26/01/2024,9,874.08
26/01/2024,10,874.44
26/01/2024,11,873
26/01/2024,12,872.64
26/01/2024,13,873.36
26/01/2024,14,871.2
26/01/2024,15,871.2
26/01/2024,16,871.2
26/01/2024,17,871.2
26/01/2024,18,871.2
26/01/2024,19,872.64
26/01/2024,20,872.28
26/01/2024,21,872.28
26/01/2024,22,871.92
26/01/2024,23,871.2
26/01/2024,24,871.56
27/01/2024,1,871.56
27/01/2024,2,870.84
27/01/2024,3,870.84
27/01/2024,4,870.48
27/01/2024,5,871.2
27/01/2024,6,870.84
27/01/2024,7,870.48
27/01/2024,8,870.48
27/01/2024,9,871.2
27/01/2024,10,871.92
27/01/2024,11,871.92
27/01/2024,12,870.12
27/01/2024,13,869.04
27/01/2024,14,870.48
27/01/2024,15,869.76
27/01/2024,16,869.76
27/01/2024,17,870.12
27/01/2024,18,870.84
27/01/2024,19,870.84
27/01/2024,20,871.2
27/01/2024,21,871.92
27/01/2024,22,871.56
27/01/2024,23,871.2
27/01/2024,24,870.84
28/01/2024,1,871.2
28/01/2024,2,870.84
28/01/2024,3,871.2
28/01/2024,4,871.2
28/01/2024,5,870.48
28/01/2024,6,870.48
28/01/2024,7,870.48
28/01/2024,8,871.2
28/01/2024,9,871.2
28/01/2024,10,871.56
28/01/2024,11,870.48
28/01/2024,12,869.76
28/01/2024,13,872.28
28/01/2024,14,869.76
28/01/2024,15,869.76
28/01/2024,16,869.76
28/01/2024,17,869.76
28/01/2024,18,870.48
28/01/2024,19,871.2
28/01/2024,20,871.2
28/01/2024,21,871.2
28/01/2024,22,871.56
28/01/2024,23,870.84
28/01/2024,24,871.56
29/01/2024,1,871.2
29/01/2024,2,870.48
29/01/2024,3,870.48
29/01/2024,4,871.2
29/01/2024,5,871.56
29/01/2024,6,870.48
29/01/2024,7,870.84
29/01/2024,8,870.84
29/01/2024,9,871.2
29/01/2024,10,870.48
29/01/2024,11,869.76
29/01/2024,12,870.48
29/01/2024,13,870.12
29/01/2024,14,869.04
29/01/2024,15,866.16
29/01/2024,16,854.28
29/01/2024,17,853.56
29/01/2024,18,855
29/01/2024,19,854.64
29/01/2024,20,853.92
29/01/2024,21,854.28
29/01/2024,22,854.28
29/01/2024,23,853.92
29/01/2024,24,854.28
30/01/2024,1,854.28
30/01/2024,2,853.2
30/01/2024,3,853.2
30/01/2024,4,852.84
30/01/2024,5,852.48
30/01/2024,6,852.84
30/01/2024,7,853.2
30/01/2024,8,852.12
30/01/2024,9,852.12
30/01/2024,10,851.76
30/01/2024,11,851.04
30/01/2024,12,851.76
30/01/2024,13,851.04
30/01/2024,14,802.8
30/01/2024,15,653.04
30/01/2024,16,651.6
30/01/2024,17,639.72
30/01/2024,18,640.8
30/01/2024,19,642.6
30/01/2024,20,642.24
30/01/2024,21,642.96
30/01/2024,22,642.6
30/01/2024,23,642.96
30/01/2024,24,642.96
31/01/2024,1,642.96
31/01/2024,2,643.32
31/01/2024,3,643.32
31/01/2024,4,643.32
31/01/2024,5,642.96
31/01/2024,6,642.96
31/01/2024,7,643.68
31/01/2024,8,643.32
31/01/2024,9,642.96
31/01/2024,10,643.68
31/01/2024,11,643.32
31/01/2024,12,643.68
31/01/2024,13,642.96
31/01/2024,14,694.08
31/01/2024,15,800.28
31/01/2024,16,865.44
31/01/2024,17,865.8
31/01/2024,18,866.52
31/01/2024,19,866.16
31/01/2024,20,866.52
31/01/2024,21,866.88
31/01/2024,22,865.8
31/01/2024,23,865.8
31/01/2024,24,866.16
01/02/2024,1,865.44
01/02/2024,2,864.72
01/02/2024,3,865.08
01/02/2024,4,865.08
01/02/2024,5,864.72
01/02/2024,6,864.36
01/02/2024,7,864.36
01/02/2024,8,864.72
01/02/2024,9,864
01/02/2024,10,864.36
01/02/2024,11,864.36
01/02/2024,12,865.08
01/02/2024,13,864
01/02/2024,14,864
01/02/2024,15,864
01/02/2024,16,864.36
01/02/2024,17,864
01/02/2024,18,865.44
01/02/2024,19,866.16
01/02/2024,20,865.44
01/02/2024,21,865.44
01/02/2024,22,865.44
01/02/2024,23,865.08
01/02/2024,24,865.44
02/02/2024,1,865.08
02/02/2024,2,865.8
02/02/2024,3,865.44
02/02/2024,4,864.36
02/02/2024,5,864.36
02/02/2024,6,865.08
02/02/2024,7,864.72
02/02/2024,8,864.72
02/02/2024,9,864.36
02/02/2024,10,864.36
02/02/2024,11,864
02/02/2024,12,864.36
02/02/2024,13,863.64
02/02/2024,14,863.64
02/02/2024,15,863.64
02/02/2024,16,864
02/02/2024,17,864
02/02/2024,18,864.36
02/02/2024,19,865.08
02/02/2024,20,865.44
02/02/2024,21,865.08
02/02/2024,22,864
02/02/2024,23,864.36
02/02/2024,24,865.44
03/02/2024,1,864.72
03/02/2024,2,864
03/02/2024,3,864.72
03/02/2024,4,864.36
03/02/2024,5,863.64
03/02/2024,6,862.56
03/02/2024,7,864
03/02/2024,8,863.64
03/02/2024,9,864.36
03/02/2024,10,863.28
03/02/2024,11,864.72
03/02/2024,12,862.92
03/02/2024,13,863.64
03/02/2024,14,863.28
03/02/2024,15,863.64
03/02/2024,16,863.28
03/02/2024,17,863.28
03/02/2024,18,864
03/02/2024,19,865.08
03/02/2024,20,865.44
03/02/2024,21,865.44
03/02/2024,22,865.44
03/02/2024,23,865.08
03/02/2024,24,864.72
04/02/2024,1,864.72
04/02/2024,2,864.36
04/02/2024,3,864.36
04/02/2024,4,864.36
04/02/2024,5,864.36
04/02/2024,6,864
04/02/2024,7,864
04/02/2024,8,864.72
04/02/2024,9,865.44
04/02/2024,10,864
04/02/2024,11,862.92
04/02/2024,12,862.56
04/02/2024,13,862.92
04/02/2024,14,862.92
04/02/2024,15,864
04/02/2024,16,863.28
04/02/2024,17,863.28
04/02/2024,18,864.36
04/02/2024,19,865.08
04/02/2024,20,864.72
04/02/2024,21,864.36
04/02/2024,22,864.36
04/02/2024,23,864.72
04/02/2024,24,865.44
05/02/2024,1,864.72
05/02/2024,2,865.08
05/02/2024,3,864.36
05/02/2024,4,865.44
05/02/2024,5,864.36
05/02/2024,6,863.64
05/02/2024,7,864.72
05/02/2024,8,864
05/02/2024,9,864.36
05/02/2024,10,864.36
05/02/2024,11,864
05/02/2024,12,863.64
05/02/2024,13,863.28
05/02/2024,14,863.28
05/02/2024,15,863.28
05/02/2024,16,863.28
05/02/2024,17,444.24
05/02/2024,18,615.6
05/02/2024,19,876.96
05/02/2024,20,876.96
05/02/2024,21,876.24
05/02/2024,22,875.88
05/02/2024,23,875.52
05/02/2024,24,876.24
06/02/2024,1,875.16
06/02/2024,2,874.44
06/02/2024,3,874.44
06/02/2024,4,874.08
06/02/2024,5,873.72
06/02/2024,6,873.72
06/02/2024,7,874.08
06/02/2024,8,874.08
06/02/2024,9,874.08
06/02/2024,10,873.72
06/02/2024,11,873
06/02/2024,12,873.72
06/02/2024,13,873.36
06/02/2024,14,872.28
06/02/2024,15,873.36
06/02/2024,16,872.64
06/02/2024,17,873
06/02/2024,18,873
06/02/2024,19,874.08
06/02/2024,20,873.72
06/02/2024,21,873.72
06/02/2024,22,873.36
06/02/2024,23,873.72
06/02/2024,24,873.36
07/02/2024,1,873.36
07/02/2024,2,873.36
07/02/2024,3,872.28
07/02/2024,4,871.92
07/02/2024,5,871.92
07/02/2024,6,871.56
07/02/2024,7,872.64
07/02/2024,8,871.92
07/02/2024,9,871.56
07/02/2024,10,871.2
07/02/2024,11,870.84
07/02/2024,12,871.2
07/02/2024,13,871.2
07/02/2024,14,870.48
07/02/2024,15,871.2
07/02/2024,16,870.84
07/02/2024,17,870.84
07/02/2024,18,872.28
07/02/2024,19,873
07/02/2024,20,872.28
07/02/2024,21,872.64
07/02/2024,22,871.92
07/02/2024,23,872.28
07/02/2024,24,872.64
08/02/2024,1,871.56
08/02/2024,2,871.2
08/02/2024,3,871.56
08/02/2024,4,871.56
08/02/2024,5,870.84
08/02/2024,6,871.2
08/02/2024,7,871.2
08/02/2024,8,870.84
08/02/2024,9,870.48
08/02/2024,10,871.2
08/02/2024,11,870.12
08/02/2024,12,871.2
08/02/2024,13,870.84
08/02/2024,14,869.76
08/02/2024,15,870.84
08/02/2024,16,870.48
08/02/2024,17,870.12
08/02/2024,18,872.28
08/02/2024,19,871.92
08/02/2024,20,872.64
08/02/2024,21,872.64
08/02/2024,22,873
08/02/2024,23,872.64
08/02/2024,24,873.72
09/02/2024,1,873.36
09/02/2024,2,872.64
09/02/2024,3,872.28
09/02/2024,4,871.92
09/02/2024,5,871.2
09/02/2024,6,871.56
09/02/2024,7,871.56
09/02/2024,8,870.84
09/02/2024,9,870.84
09/02/2024,10,871.2
09/02/2024,11,870.48
09/02/2024,12,870.48
09/02/2024,13,869.76
09/02/2024,14,870.48
09/02/2024,15,869.76
09/02/2024,16,869.76
09/02/2024,17,870.84
09/02/2024,18,871.56
09/02/2024,19,871.2
09/02/2024,20,871.56
09/02/2024,21,871.2
09/02/2024,22,466.92
09/02/2024,23,2.16
09/02/2024,24,461.16
10/02/2024,1,843.12
10/02/2024,2,867.24
10/02/2024,3,866.52
10/02/2024,4,867.6
10/02/2024,5,866.88
10/02/2024,6,866.88
10/02/2024,7,866.52
10/02/2024,8,865.8
10/02/2024,9,865.8
10/02/2024,10,865.44
10/02/2024,11,865.44
10/02/2024,12,865.8
10/02/2024,13,865.08
10/02/2024,14,864.72
10/02/2024,15,707.4
10/02/2024,16,624.24
10/02/2024,17,867.96
10/02/2024,18,867.6
10/02/2024,19,867.96
10/02/2024,20,866.88
10/02/2024,21,867.6
10/02/2024,22,867.24
10/02/2024,23,866.88
10/02/2024,24,866.52
11/02/2024,1,865.8
11/02/2024,2,865.44
11/02/2024,3,865.8
11/02/2024,4,865.44
11/02/2024,5,865.08
11/02/2024,6,865.08
11/02/2024,7,865.8
11/02/2024,8,866.52
11/02/2024,9,866.52
11/02/2024,10,865.8
11/02/2024,11,865.8
11/02/2024,12,865.08
11/02/2024,13,863.64
11/02/2024,14,865.08
11/02/2024,15,865.08
11/02/2024,16,864.72
11/02/2024,17,864.36
11/02/2024,18,864.72
11/02/2024,19,865.8
11/02/2024,20,866.16
11/02/2024,21,865.8
11/02/2024,22,865.8
11/02/2024,23,865.8
11/02/2024,24,865.44
12/02/2024,1,865.08
12/02/2024,2,865.08
12/02/2024,3,864.72
12/02/2024,4,864
12/02/2024,5,864.72
12/02/2024,6,864.36
12/02/2024,7,863.64
12/02/2024,8,864
12/02/2024,9,864.72
12/02/2024,10,864
12/02/2024,11,863.64
12/02/2024,12,863.64
12/02/2024,13,863.28
12/02/2024,14,863.28
12/02/2024,15,863.64
12/02/2024,16,862.56
12/02/2024,17,863.64
12/02/2024,18,864.36
12/02/2024,19,864.72
12/02/2024,20,864.36
12/02/2024,21,865.08
12/02/2024,22,864.72
12/02/2024,23,864.36
12/02/2024,24,864.36
13/02/2024,1,864
13/02/2024,2,864.36
13/02/2024,3,864
13/02/2024,4,864
13/02/2024,5,863.64
13/02/2024,6,863.64
13/02/2024,7,864.72
13/02/2024,8,863.64
13/02/2024,9,863.64
13/02/2024,10,863.64
13/02/2024,11,863.28
13/02/2024,12,863.28
13/02/2024,13,862.92
13/02/2024,14,863.28
13/02/2024,15,863.28
13/02/2024,16,863.28
13/02/2024,17,863.28
