Data,Hora,Ativa C (kWh)
13/09/2024,22,"912,96"
13/09/2024,23,"912,96"
13/09/2024,24,"913,68"
14/09/2024,1,"913,32"
14/09/2024,2,"913,68"
14/09/2024,3,"913,32"
14/09/2024,4,"912,96"
14/09/2024,5,"913,32"
14/09/2024,6,"912,96"
14/09/2024,7,"913,32"
14/09/2024,8,"913,32"
14/09/2024,9,"912,96"
14/09/2024,10,"912,96"
14/09/2024,11,"912,96"
14/09/2024,12,"913,68"
14/09/2024,13,"913,32"
14/09/2024,14,"912,96"
14/09/2024,15,"912,6"
14/09/2024,16,"912,96"
14/09/2024,17,"912,6"
14/09/2024,18,"912,96"
14/09/2024,19,"914,04"
14/09/2024,20,"913,32"
14/09/2024,21,"912,96"
14/09/2024,22,"912,96"
14/09/2024,23,"913,68"
14/09/2024,24,"913,68"
15/09/2024,1,"913,32"
15/09/2024,2,"913,68"
15/09/2024,3,"914,4"
15/09/2024,4,"913,32"
15/09/2024,5,"912,6"
15/09/2024,6,"913,32"
15/09/2024,7,"913,68"
15/09/2024,8,"914,4"
15/09/2024,9,"913,68"
15/09/2024,10,"913,68"
15/09/2024,11,"913,68"
15/09/2024,12,"912,96"
15/09/2024,13,"912,96"
15/09/2024,14,"912,6"
15/09/2024,15,"912,6"
15/09/2024,16,"912,96"
15/09/2024,17,"912,24"
15/09/2024,18,"912,6"
15/09/2024,19,"914,04"
15/09/2024,20,"914,4"
15/09/2024,21,"913,68"
15/09/2024,22,"913,68"
15/09/2024,23,"914,4"
15/09/2024,24,"914,4"
16/09/2024,1,"913,68"
16/09/2024,2,"913,32"
16/09/2024,3,"913,68"
16/09/2024,4,"913,32"
16/09/2024,5,"912,96"
16/09/2024,6,"912,96"
16/09/2024,7,"912,96"
16/09/2024,8,"913,32"
16/09/2024,9,"913,68"
16/09/2024,10,"913,32"
16/09/2024,11,"912,96"
16/09/2024,12,"913,68"
16/09/2024,13,"912,96"
16/09/2024,14,"912,24"
16/09/2024,15,"912,24"
16/09/2024,16,"912,6"
16/09/2024,17,"911,88"
16/09/2024,18,"912,24"
16/09/2024,19,"912,6"
16/09/2024,20,"913,32"
16/09/2024,21,"912,96"
16/09/2024,22,"913,32"
16/09/2024,23,"912,96"
16/09/2024,24,"913,32"
17/09/2024,1,"913,32"
17/09/2024,2,"913,68"
17/09/2024,3,"913,32"
17/09/2024,4,"914,4"
17/09/2024,5,"912,6"
17/09/2024,6,"912,24"
17/09/2024,7,"912,6"
17/09/2024,8,"912,96"
17/09/2024,9,"913,32"
17/09/2024,10,"914,04"
17/09/2024,11,"912,6"
17/09/2024,12,"913,68"
17/09/2024,13,"913,32"
17/09/2024,14,"913,32"
17/09/2024,15,"912,6"
17/09/2024,16,"912,24"
17/09/2024,17,"912,96"
17/09/2024,18,"913,32"
17/09/2024,19,"912,96"
17/09/2024,20,"913,32"
17/09/2024,21,"913,32"
17/09/2024,22,"913,68"
17/09/2024,23,"914,04"
17/09/2024,24,"914,4"
18/09/2024,1,"913,68"
18/09/2024,2,"913,68"
18/09/2024,3,"913,68"
18/09/2024,4,"913,32"
18/09/2024,5,"912,6"
18/09/2024,6,"912,24"
18/09/2024,7,"912,96"
18/09/2024,8,"912,24"
18/09/2024,9,"913,68"
18/09/2024,10,"914,04"
18/09/2024,11,"912,24"
18/09/2024,12,"912,96"
18/09/2024,13,"911,88"
18/09/2024,14,"911,16"
18/09/2024,15,"912,24"
18/09/2024,16,"912,24"
18/09/2024,17,"911,52"
18/09/2024,18,"913,32"
18/09/2024,19,"913,68"
18/09/2024,20,"914,04"
18/09/2024,21,"913,32"
18/09/2024,22,"913,68"
18/09/2024,23,"913,32"
18/09/2024,24,"913,68"
19/09/2024,1,"914,04"
19/09/2024,2,"913,32"
19/09/2024,3,"912,96"
19/09/2024,4,"912,96"
19/09/2024,5,"912,6"
19/09/2024,6,"912,24"
19/09/2024,7,"912,24"
19/09/2024,8,"912,24"
19/09/2024,9,"911,88"
19/09/2024,10,"912,6"
19/09/2024,11,"911,52"
19/09/2024,12,"911,88"
19/09/2024,13,"912,6"
19/09/2024,14,"911,88"
19/09/2024,15,"911,88"
19/09/2024,16,"912,6"
19/09/2024,17,"909,72"
19/09/2024,18,"911,16"
19/09/2024,19,"911,16"
19/09/2024,20,"910,8"
19/09/2024,21,"910,08"
19/09/2024,22,"910,8"
19/09/2024,23,"911,16"
19/09/2024,24,"911,16"
