validation,mae,mse,rmse,mape,accuracy 2%,accuracy 5%,accuracy 10%,Erro percentual acumulado 30 dias,Erro percentual acumulado 60 dias,Erro percentual acumulado 90 dias,Erro percentual acumulado 1º mês,Erro percentual acumulado 2º mês,Erro percentual acumulado 3º mês
MLP_seq,7918.171,215916734.47,14694.105,0.13,16.67,40.0,70.0,4.23,7.4,8.88,4.23,10.6,11.83
MLP_seq,7680.249,215130137.068,14667.315,0.13,30.0,43.33,73.33,4.93,8.06,9.65,4.93,11.23,12.81
MLP_seq,8035.164,207765292.717,14414.066,0.13,16.67,40.0,66.67,5.08,7.64,8.93,5.08,10.27,11.51
MLP_seq,7866.237,205753998.44,14344.128,0.13,16.67,36.67,66.67,3.04,6.27,7.77,3.04,9.53,10.76
MLP_seq,8019.267,213734741.967,14619.67,0.13,23.33,33.33,66.67,5.01,7.75,9.47,5.01,10.54,12.86
MLP_seq,8150.906,206489631.454,14369.747,0.14,16.67,33.33,66.67,2.65,5.49,7.8,2.65,8.38,12.28
MLP_seq,7869.271,220299242.51,14842.481,0.13,20.0,46.67,63.33,4.65,7.96,9.86,4.65,11.29,13.58
MLP_seq,7686.9,205249948.951,14326.547,0.13,16.67,36.67,70.0,2.67,6.64,8.21,2.67,10.58,11.32
MLP_seq,7453.209,204481902.329,14299.717,0.12,30.0,46.67,70.0,3.93,6.9,8.87,3.93,9.91,12.73
MLP_seq,7836.996,214343763.501,14640.484,0.13,20.0,40.0,66.67,4.01,7.28,9.2,4.01,10.58,12.97
MLP_seq,7624.592,206815633.107,14381.086,0.13,23.33,36.67,70.0,3.97,7.18,8.63,3.97,10.41,11.54
MLP_seq,7778.498,208510383.638,14439.889,0.13,13.33,40.0,70.0,3.42,6.73,8.37,3.42,10.05,11.63
MLP_seq,7519.184,189459401.829,13764.425,0.13,20.0,36.67,70.0,1.58,4.46,6.72,1.58,7.38,11.13
MLP_seq,7641.006,206134571.605,14357.387,0.13,30.0,40.0,66.67,3.76,6.93,8.4,3.76,10.14,11.33
MLP_seq,7860.413,215189502.257,14669.339,0.13,13.33,40.0,66.67,4.52,7.35,8.98,4.52,10.23,12.22
MLP_seq,7830.468,222601967.729,14919.851,0.13,13.33,40.0,70.0,5.15,8.05,9.92,5.15,10.99,13.6
MLP_seq,7547.563,208258759.141,14431.173,0.12,23.33,46.67,66.67,3.98,7.17,8.53,3.98,10.4,11.24
MLP_seq,7799.821,207628193.266,14409.309,0.13,23.33,36.67,70.0,4.58,7.47,8.81,4.58,10.4,11.5
MLP_seq,8109.667,214655580.81,14651.129,0.13,10.0,40.0,66.67,5.09,8.04,9.47,5.09,11.04,12.31
MLP_seq,7952.769,205734242.857,14343.439,0.13,13.33,36.67,63.33,3.37,6.37,8.06,3.37,9.41,11.41
MLP_seq,8187.474,223261284.976,14941.93,0.13,26.67,33.33,63.33,5.77,8.62,10.48,5.77,11.51,14.14
MLP_seq,7664.607,195095422.638,13967.656,0.13,10.0,40.0,70.0,2.6,5.95,7.64,2.6,9.31,10.99
MLP_seq,7383.529,190499254.218,13802.147,0.12,23.33,36.67,76.67,3.13,6.19,7.76,3.13,9.29,10.88
MLP_seq,7592.59,205811889.871,14346.145,0.13,23.33,43.33,70.0,3.72,6.71,8.77,3.72,9.75,12.79
MLP_seq,7867.279,211629279.735,14547.484,0.13,16.67,36.67,70.0,4.58,7.25,8.89,4.58,9.97,12.15
MLP_seq,7504.808,197021702.965,14036.442,0.13,20.0,43.33,63.33,2.49,5.71,7.07,2.49,8.96,9.79
MLP_seq,7884.775,204134812.038,14287.575,0.13,6.67,43.33,63.33,3.18,6.54,7.98,3.18,9.92,10.87
MLP_seq,7919.286,204051468.163,14284.658,0.13,13.33,36.67,63.33,2.4,5.5,7.49,2.4,8.64,11.38
MLP_seq,7715.478,210104330.796,14494.976,0.13,16.67,43.33,66.67,4.31,7.19,8.86,4.31,10.11,12.18
MLP_seq,7469.276,198639053.022,14093.937,0.12,20.0,46.67,66.67,3.17,6.49,7.98,3.17,9.84,10.95
MLP_seq,7319.674,204535080.163,14301.576,0.12,26.67,46.67,70.0,3.93,7.6,9.18,3.93,11.26,12.33
MLP_seq,7446.889,202686838.653,14236.813,0.12,23.33,43.33,66.67,3.91,7.14,8.42,3.91,10.4,10.98
MLP_seq,7662.818,205251423.674,14326.598,0.13,16.67,40.0,70.0,4.16,7.47,8.9,4.16,10.81,11.76
MLP_seq,7670.254,206273770.898,14362.234,0.13,16.67,40.0,66.67,3.99,7.36,8.89,3.99,10.75,11.94
MLP_seq,7751.849,200045682.554,14143.751,0.13,13.33,43.33,66.67,3.01,6.05,7.84,3.01,9.12,11.37
MLP_seq,7668.445,193431897.283,13907.98,0.13,10.0,40.0,70.0,2.27,5.13,7.14,2.27,8.04,11.08
MLP_seq,7791.424,207025102.926,14388.367,0.13,16.67,36.67,66.67,3.7,7.47,8.99,3.7,11.23,12.0
MLP_seq,7606.902,203212972.389,14255.279,0.13,16.67,43.33,66.67,3.97,7.27,8.65,3.97,10.6,11.4
MLP_seq,8004.425,214851819.558,14657.825,0.13,20.0,33.33,70.0,4.47,7.64,9.12,4.47,10.83,12.08
MLP_seq,7900.895,208728929.521,14447.454,0.13,0.0,36.67,66.67,3.89,7.03,8.79,3.89,10.2,12.26
MLP_seq,7822.94,200347995.615,14154.434,0.13,3.33,40.0,63.33,2.24,5.56,7.36,2.24,8.91,10.91
MLP_seq,7979.797,206480083.672,14369.415,0.13,6.67,40.0,70.0,4.1,7.6,9.04,4.1,11.1,11.91
MLP_seq,7743.354,201853612.813,14207.52,0.13,13.33,43.33,66.67,3.38,6.49,8.38,3.38,9.63,12.11
MLP_seq,7529.684,205732616.04,14343.382,0.12,16.67,46.67,70.0,4.03,7.32,8.66,4.03,10.63,11.34
MLP_seq,7534.751,201906855.041,14209.393,0.12,13.33,40.0,70.0,4.23,7.22,8.75,4.23,10.24,11.81
MLP_seq,7517.466,202673543.307,14236.346,0.12,16.67,43.33,66.67,3.45,6.54,8.14,3.45,9.66,11.32
MLP_seq,7389.65,198757869.266,14098.151,0.12,23.33,40.0,73.33,4.12,7.12,8.41,4.12,10.15,11.01
MLP_seq,7491.894,198618932.935,14093.223,0.12,23.33,36.67,73.33,3.97,7.07,8.53,3.97,10.19,11.44
MLP_seq,7323.019,196445006.201,14015.884,0.12,16.67,43.33,70.0,3.23,6.42,8.0,3.23,9.64,11.13
MLP_seq,8027.999,210738897.558,14516.849,0.13,13.33,36.67,63.33,4.78,7.45,9.27,4.78,10.17,12.87
MLP_seq,7662.366,188229347.155,13719.67,0.13,13.33,40.0,66.67,1.57,4.45,6.32,1.57,7.37,10.01
MLP_seq,7565.29,209556205.336,14476.056,0.12,20.0,40.0,73.33,4.27,7.34,9.06,4.27,10.44,12.47
MLP_seq,7455.751,203901541.753,14279.41,0.12,20.0,40.0,73.33,3.98,7.22,8.66,3.98,10.48,11.55
MLP_seq,7351.638,199958152.23,14140.656,0.12,26.67,40.0,70.0,3.23,6.55,8.39,3.23,9.9,12.0
MLP_seq,7691.928,208249933.206,14430.867,0.13,20.0,40.0,66.67,3.74,6.82,8.68,3.74,9.94,12.35
MLP_seq,7634.284,211980013.544,14559.533,0.12,26.67,43.33,73.33,4.38,7.75,9.51,4.38,11.15,12.99
MLP_seq,7736.197,202980367.19,14247.118,0.13,3.33,36.67,70.0,3.81,6.79,8.35,3.81,9.82,11.45
MLP_seq,8134.336,218980085.127,14797.976,0.13,20.0,36.67,66.67,5.91,8.37,10.21,5.91,10.9,13.84
MLP_seq,7467.115,206133723.671,14357.358,0.12,16.67,40.0,73.33,3.96,7.06,8.56,3.96,10.2,11.54
MLP_seq,7613.845,208573484.365,14442.073,0.13,10.0,43.33,73.33,4.19,7.26,8.69,4.19,10.37,11.55
MLP_seq,7604.211,203334030.316,14259.524,0.13,16.67,40.0,73.33,4.22,7.06,8.54,4.22,9.94,11.49
MLP_seq,7329.416,200888228.34,14173.504,0.12,23.33,43.33,73.33,4.05,6.97,8.47,4.05,9.93,11.47
MLP_seq,7620.404,203910970.728,14279.74,0.13,20.0,40.0,73.33,5.18,7.89,9.3,5.18,10.66,12.12
MLP_seq,7393.52,193532828.449,13911.608,0.12,20.0,36.67,73.33,3.37,6.41,7.79,3.37,9.49,10.56
MLP_seq,7754.284,201237434.885,14185.818,0.13,20.0,40.0,70.0,4.88,7.5,9.12,4.88,10.18,12.34
MLP_seq,7837.371,208269944.199,14431.561,0.13,20.0,40.0,66.67,5.12,7.87,9.59,5.12,10.67,12.98
MLP_seq,7777.075,208844914.242,14451.468,0.13,16.67,36.67,63.33,3.64,7.07,8.61,3.64,10.52,11.66
MLP_seq,7650.889,200641979.334,14164.815,0.13,13.33,43.33,70.0,3.27,6.29,7.72,3.27,9.36,10.56
MLP_seq,7798.447,220144395.153,14837.264,0.13,30.0,43.33,73.33,4.98,8.31,10.12,4.98,11.66,13.67
MLP_seq,7875.182,210874989.385,14521.535,0.13,16.67,40.0,66.67,4.42,7.3,9.07,4.42,10.22,12.57
MLP_seq,7565.649,197483809.541,14052.893,0.13,10.0,43.33,70.0,2.87,6.32,7.71,2.87,9.79,10.47
MLP_seq,7699.439,202857540.525,14242.807,0.13,20.0,36.67,66.67,4.39,7.49,8.89,4.39,10.62,11.69
MLP_seq,7932.277,214191775.791,14635.292,0.13,16.67,43.33,66.67,4.05,7.47,9.48,4.05,10.9,13.41
MLP_seq,7378.28,204708668.304,14307.644,0.12,23.33,43.33,73.33,3.45,6.77,8.09,3.45,10.11,10.74
MLP_seq,8110.726,215766732.012,14689.0,0.13,10.0,30.0,66.67,5.98,8.85,9.93,5.98,11.77,12.12
MLP_seq,7694.292,212576292.238,14579.996,0.13,16.67,43.33,73.33,4.96,8.31,9.65,4.96,11.68,12.35
MLP_seq,7426.886,204974395.307,14316.927,0.12,23.33,40.0,73.33,4.47,7.56,8.92,4.47,10.69,11.64
MLP_seq,7412.84,197707830.394,14060.862,0.12,20.0,43.33,70.0,4.1,7.32,8.47,4.1,10.56,10.79
MLP_seq,7597.545,200011683.556,14142.549,0.13,20.0,43.33,70.0,4.23,7.04,8.69,4.23,9.89,11.96
MLP_seq,7607.35,206442482.328,14368.106,0.13,26.67,43.33,70.0,4.93,7.63,9.4,4.93,10.38,12.89
MLP_seq,7921.601,214920928.521,14660.182,0.13,16.67,50.0,63.33,4.09,7.25,9.49,4.09,10.44,13.84
MLP_seq,7627.76,205810091.159,14346.083,0.13,16.67,40.0,63.33,3.63,7.18,8.9,3.63,10.73,12.3
MLP_seq,7533.62,198494534.189,14088.809,0.13,20.0,36.67,73.33,3.42,6.84,8.4,3.42,10.27,11.52
MLP_seq,7492.405,199978986.051,14141.393,0.12,20.0,46.67,66.67,3.54,6.82,8.88,3.54,10.13,12.92
MLP_seq,7726.989,207084896.261,14390.445,0.13,20.0,40.0,70.0,4.43,7.12,9.11,4.43,9.87,13.01
MLP_seq,7693.369,203965789.874,14281.659,0.13,16.67,36.67,76.67,4.73,7.96,9.19,4.73,11.22,11.67
MLP_seq,7805.308,204139954.58,14287.755,0.13,10.0,40.0,63.33,3.4,7.06,8.64,3.4,10.72,11.77
MLP_seq,8108.44,206663494.363,14375.795,0.13,6.67,33.33,66.67,3.79,6.66,8.79,3.79,9.57,12.95
MLP_seq,7513.933,202542613.693,14231.747,0.12,16.67,46.67,70.0,4.5,7.79,9.09,4.5,11.11,11.69
MLP_seq,7584.431,198102348.541,14074.884,0.13,10.0,40.0,66.67,3.22,6.31,7.82,3.22,9.44,10.83
MLP_seq,7569.809,198277242.916,14081.095,0.13,6.67,46.67,66.67,3.73,6.84,8.25,3.73,9.98,11.08
MLP_seq,7363.899,197038888.215,14037.054,0.12,20.0,46.67,73.33,4.24,7.24,8.7,4.24,10.28,11.63
MLP_seq,7523.772,199709285.404,14131.854,0.12,23.33,36.67,73.33,5.07,8.28,9.28,5.07,11.52,11.32
MLP_seq,7782.162,203203846.754,14254.959,0.13,16.67,36.67,66.67,4.83,7.85,9.21,4.83,10.92,11.92
MLP_seq,7917.417,208923208.661,14454.176,0.13,20.0,36.67,66.67,5.02,7.88,9.58,5.02,10.79,12.94
MLP_seq,7932.112,204000113.56,14282.861,0.13,13.33,33.33,63.33,3.44,5.82,7.91,3.44,8.27,11.98
MLP_seq,7721.318,198336592.701,14083.203,0.13,13.33,36.67,66.67,3.76,6.8,8.76,3.76,9.88,12.62
MLP_seq,7449.191,199453600.619,14122.804,0.12,16.67,43.33,73.33,4.4,7.4,9.11,4.4,10.43,12.51
MLP_seq,7679.869,201647330.916,14200.258,0.13,10.0,46.67,70.0,4.12,6.92,8.9,4.12,9.77,12.79
MLP_seq,7920.252,203997126.9,14282.756,0.13,16.67,36.67,66.67,4.4,7.4,9.07,4.4,10.43,12.39
MLP_seq,7423.776,197272421.659,14045.37,0.12,16.67,43.33,70.0,4.12,7.5,8.9,4.12,10.89,11.72
MLP_seq,8148.851,207443012.675,14402.882,0.13,13.33,30.0,63.33,4.47,7.4,9.05,4.47,10.37,12.32
MLP_seq,7895.214,206230721.358,14360.735,0.13,13.33,36.67,73.33,3.23,6.72,8.77,3.23,10.23,12.77
MLP_seq,7579.393,199018971.508,14107.408,0.13,20.0,40.0,66.67,3.57,7.14,8.52,3.57,10.73,11.28
MLP_seq,7707.809,207190066.564,14394.098,0.13,16.67,36.67,70.0,4.58,7.69,9.14,4.58,10.84,12.02
MLP_seq,7761.686,202812880.757,14241.239,0.13,6.67,36.67,70.0,3.65,6.92,8.57,3.65,10.22,11.84
MLP_seq,7204.566,198554653.078,14090.942,0.12,23.33,50.0,66.67,4.05,7.13,8.44,4.05,10.24,11.06
MLP_seq,7208.853,191835559.474,13850.471,0.12,16.67,40.0,80.0,4.2,7.59,8.74,4.2,10.99,11.05
MLP_seq,7897.978,206692154.547,14376.792,0.13,13.33,36.67,66.67,4.94,7.68,9.08,4.94,10.46,11.88
MLP_seq,8019.365,206851270.465,14382.325,0.13,13.33,33.33,63.33,4.53,7.02,8.75,4.53,9.57,12.16
MLP_seq,8007.414,202750431.577,14239.046,0.13,23.33,30.0,60.0,4.16,5.79,7.97,4.16,7.48,12.22
MLP_seq,7689.417,201055983.574,14179.421,0.13,13.33,46.67,66.67,3.86,7.34,9.05,3.86,10.82,12.45
MLP_seq,7413.683,198470317.083,14087.949,0.12,20.0,40.0,66.67,3.62,6.57,8.42,3.62,9.57,12.05
MLP_seq,7540.077,200361629.834,14154.915,0.12,20.0,43.33,70.0,4.64,7.3,9.32,4.64,10.01,13.28
MLP_seq,7900.242,200812744.053,14170.841,0.13,6.67,33.33,66.67,4.27,6.84,8.79,4.27,9.47,12.63
MLP_seq,7442.383,198331861.407,14083.035,0.12,20.0,43.33,70.0,3.94,7.28,8.63,3.94,10.64,11.34
MLP_seq,7881.002,204287235.191,14292.909,0.13,6.67,40.0,63.33,4.28,7.33,8.79,4.28,10.4,11.7
MLP_seq,7809.328,206324761.248,14364.009,0.13,6.67,40.0,66.67,3.32,6.74,8.91,3.32,10.17,13.14
MLP_seq,7412.814,198215741.285,14078.911,0.12,20.0,43.33,66.67,3.7,7.05,8.5,3.7,10.41,11.39
MLP_seq,7689.484,203728568.752,14273.352,0.13,16.67,36.67,66.67,4.01,7.43,8.86,4.01,10.85,11.71
MLP_seq,7567.615,200932809.149,14175.077,0.13,20.0,43.33,66.67,3.64,7.06,8.56,3.64,10.5,11.54
MLP_seq,7258.03,193573939.012,13913.085,0.12,20.0,40.0,76.67,4.08,7.29,8.4,4.08,10.53,10.64
MLP_seq,7449.791,194387740.054,13942.3,0.13,13.33,50.0,66.67,3.52,6.72,7.94,3.52,9.96,10.37
MLP_seq,7780.833,200213948.493,14149.698,0.13,16.67,33.33,66.67,4.66,7.43,8.83,4.66,10.26,11.62
MLP_seq,8162.108,207029859.283,14388.532,0.14,13.33,30.0,63.33,5.17,7.55,9.3,5.17,9.98,12.77
MLP_seq,8121.598,201410262.259,14191.908,0.14,16.67,23.33,66.67,2.86,5.43,7.97,2.86,8.06,12.87
MLP_seq,7742.791,196715323.048,14025.524,0.13,16.67,40.0,70.0,2.9,5.89,8.22,2.9,8.93,12.74
MLP_seq,7565.883,197912470.022,14068.137,0.13,23.33,40.0,63.33,3.39,6.73,8.41,3.39,10.09,11.75
MLP_seq,8230.517,204910196.595,14314.685,0.14,10.0,33.33,60.0,4.2,6.88,8.46,4.2,9.61,11.61
MLP_seq,7912.681,202295059.85,14223.047,0.13,16.67,33.33,63.33,4.03,6.89,8.86,4.03,9.8,12.72
MLP_seq,7577.034,201722049.278,14202.889,0.13,13.33,40.0,70.0,3.84,7.24,8.52,3.84,10.65,11.09
MLP_seq,8041.924,205233303.48,14325.966,0.13,16.67,30.0,66.67,4.34,7.31,8.97,4.34,10.31,12.26
MLP_seq,8181.894,197769457.723,14063.053,0.14,13.33,33.33,63.33,2.44,5.37,8.29,2.44,8.34,13.85
MLP_seq,7798.799,194275521.585,13938.275,0.13,10.0,30.0,66.67,3.52,6.75,8.16,3.52,10.02,10.96
MLP_seq,7777.52,201445421.577,14193.147,0.13,10.0,40.0,63.33,3.27,6.59,8.09,3.27,9.94,11.09
MLP_seq,7482.509,205313094.671,14328.751,0.12,16.67,50.0,63.33,2.7,5.99,7.81,2.7,9.31,11.4
MLP_seq,7249.157,192947901.134,13890.569,0.12,13.33,46.67,73.33,4.83,7.5,8.99,4.83,10.22,11.95
MLP_seq,7736.909,197259357.073,14044.905,0.13,13.33,40.0,63.33,4.15,7.27,8.46,4.15,10.42,10.84
MLP_seq,7960.739,207747836.555,14413.46,0.13,13.33,43.33,70.0,5.33,7.79,9.3,5.33,10.32,12.3
MLP_seq,7830.383,203518867.861,14266.004,0.13,23.33,36.67,63.33,4.58,6.56,8.8,4.58,8.6,13.16
MLP_seq,8015.997,210255237.782,14500.181,0.14,26.67,40.0,63.33,2.15,4.45,7.01,2.15,6.82,11.96
MLP_seq,8224.233,209391142.525,14470.354,0.14,20.0,36.67,60.0,3.46,5.87,8.38,3.46,8.35,13.24
MLP_seq,7802.08,198639436.699,14093.95,0.13,13.33,46.67,66.67,4.32,6.55,8.52,4.32,8.84,12.4
MLP_seq,8871.982,214622040.758,14649.984,0.15,10.0,30.0,56.67,4.25,6.57,8.75,4.25,8.95,12.99
MLP_seq,8724.108,214400376.464,14642.417,0.15,10.0,33.33,60.0,3.4,5.73,8.09,3.4,8.13,12.67
MLP_seq,7370.326,190057216.613,13786.124,0.12,13.33,40.0,70.0,4.29,6.96,8.26,4.29,9.68,10.89
MLP_seq,7966.597,203668082.209,14271.233,0.13,23.33,36.67,63.33,4.65,7.66,9.17,4.65,10.72,12.17
MLP_seq,9138.635,237069380.38,15397.058,0.15,13.33,30.0,46.67,2.55,5.96,9.0,2.55,9.4,14.77
MLP_seq,7699.042,198341371.33,14083.372,0.13,20.0,43.33,63.33,2.49,6.18,7.8,2.49,9.88,11.0
MLP_seq,7685.038,202886370.301,14243.819,0.13,20.0,33.33,66.67,3.28,6.11,7.93,3.28,8.98,11.54
MLP_seq,7461.568,196711667.883,14025.394,0.12,13.33,43.33,66.67,2.27,5.23,7.45,2.27,8.23,11.79
MLP_seq,6923.62,190734132.596,13810.653,0.12,23.33,53.33,73.33,4.44,7.14,8.32,4.44,9.88,10.69
MLP_seq,7214.355,181243667.796,13462.677,0.12,6.67,33.33,70.0,3.25,5.99,7.53,3.25,8.78,10.58
MLP_seq,7971.469,209274699.012,14466.33,0.13,6.67,36.67,70.0,5.2,7.8,8.84,5.2,10.46,10.95
MLP_seq,7747.807,204002061.707,14282.929,0.13,10.0,40.0,66.67,4.63,7.68,8.59,4.63,10.77,10.44
MLP_seq,7160.745,194571794.313,13948.899,0.12,13.33,43.33,80.0,4.06,7.32,7.82,4.06,10.61,8.85
